nnv_id,nnv_date,nnv_district,congressional_id
va.uscongress.3.1805,1805,Three,51008009003
va.uscongress.12.1805,1805,Twelve,51008009012
va.uscongress.20.1805,1805,Twenty,51008009020
va.uscongress.22.1805,1805,Twenty-Two,51008009022
va.uscongress.2.1805,1805,Two,51008009002
va.uscongress.18.1807,1807,Eighteen,51010012018
va.uscongress.15.1807,1807,Fifteen,51010012015
va.uscongress.5.1807,1807,Five,51010012005
va.uscongress.4.1807,1807,Four,51010012004
va.uscongress.14.1807,1807,Fourteen,51010012014
va.uscongress.1.1807,1807,One,51010012001
va.uscongress.17.1807,1807,Seventeen,51010012017
va.uscongress.6.1807,1807,Six,51010012006
va.uscongress.16.1807,1807,Sixteen,51010012016
va.uscongress.10.1807,1807,Ten,51010012010
va.uscongress.13.1807,1807,Thirteen,51010012013
va.uscongress.3.1807,1807,Three,51010012003
va.uscongress.12.1807,1807,Twelve,51010012012
va.uscongress.21.1807,1807,Twenty-One,51010012021
va.uscongress.2.1807,1807,Two,51010012002
va.uscongress.8.1809,1809,Eight,51010012008
va.uscongress.18.1809,1809,Eighteen,51010012018
va.uscongress.11.1809,1809,Eleven,51010012011
va.uscongress.15.1809,1809,Fifteen,51010012015
va.uscongress.5.1809,1809,Five,51010012005
va.uscongress.14.1809,1809,Fourteen,51010012014
va.uscongress.9.1809,1809,Nine,51010012009
va.uscongress.19.1809,1809,Nineteen,51010012019
va.uscongress.1.1809,1809,One,51010012001
va.uscongress.7.1809,1809,Seven,51010012007
va.uscongress.17.1809,1809,Seventeen,51010012017
va.uscongress.6.1809,1809,Six,51010012006
va.uscongress.16.1809,1809,Sixteen,51010012016
va.uscongress.10.1809,1809,Ten,51010012010
va.uscongress.13.1809,1809,Thirteen,51010012013
va.uscongress.3.1809,1809,Three,51010012003
va.uscongress.12.1809,1809,Twelve,51010012012
va.uscongress.20.1809,1809,Twenty,51010012020
va.uscongress.21.1809,1809,Twenty-One,51010012021
va.uscongress.21.special.1809,1809,Twenty-One,51010012021
va.uscongress.22.1809,1809,Twenty-Two,51010012022
va.uscongress.2.1809,1809,Two,51010012002
va.uscongress.1.special.1810,1810,One,51010012001
va.uscongress.8.1811,1811,Eight,51010012008
va.uscongress.18.1811,1811,Eighteen,51010012018
va.uscongress.11.1811,1811,Eleven,51010012011
va.uscongress.15.1811,1811,Fifteen,51010012015
va.uscongress.4.1811,1811,Four,51010012004
va.uscongress.14.1811,1811,Fourteen,51010012014
va.uscongress.9.1811,1811,Nine,51010012009
va.uscongress.19.1811,1811,Nineteen,51010012019
va.uscongress.1.1811,1811,One,51010012001
va.uscongress.7.1811,1811,Seven,51010012007
va.uscongress.17.1811,1811,Seventeen,51010012017
va.uscongress.16.1811,1811,Sixteen,51010012016
va.uscongress.10.1811,1811,Ten,51010012010
va.uscongress.13.1811,1811,Thirteen,51010012013
va.uscongress.3.1811,1811,Three,51010012003
va.uscongress.12.1811,1811,Twelve,51010012012
va.uscongress.20.1811,1811,Twenty,51010012020
va.uscongress.2.1811,1811,Two,51010012002
va.uscongress.8.1813,1813,Eight,51013017008
va.uscongress.18.1813,1813,Eighteen,51013017018
va.uscongress.11.1813,1813,Eleven,51013017011
va.uscongress.15.1813,1813,Fifteen,51013017015
va.uscongress.5.1813,1813,Five,51013017005
va.uscongress.4.1813,1813,Four,51013017004
va.uscongress.14.1813,1813,Fourteen,51013017014
va.uscongress.9.1813,1813,Nine,51013017009
va.uscongress.19.1813,1813,Nineteen,51013017019
va.uscongress.1.1813,1813,One,51013017001
va.uscongress.7.1813,1813,Seven,51013017007
va.uscongress.17.1813,1813,Seventeen,51013017017
va.uscongress.6.1813,1813,Six,51013017006
va.uscongress.16.1813,1813,Sixteen,51013017016
va.uscongress.10.1813,1813,Ten,51013017010
va.uscongress.13.1813,1813,Thirteen,51013017013
va.uscongress.3.1813,1813,Three,51013017003
va.uscongress.12.1813,1813,Twelve,51013017012
va.uscongress.20.1813,1813,Twenty,51013017020
va.uscongress.23.1813,1813,Twenty Three,51013017023
va.uscongress.22.1813,1813,Twenty Two,51013017022
va.uscongress.2.1813,1813,Two,51013017002
va.uscongress.11.special.1814,1814,Eleven,51013017011
va.uscongress.8.1815,1815,Eight,51013017008
va.uscongress.18.1815,1815,Eighteen,51013017018
va.uscongress.11.1815,1815,Eleven,51013017011
va.uscongress.15.special.1815,1815,Fifteen,51013017015
va.uscongress.15.1815,1815,Fifteen,51013017015
va.uscongress.5.1815,1815,Five,51013017005
va.uscongress.4.1815,1815,Four,51013017004
va.uscongress.14.1815,1815,Fourteen,51013017014
va.uscongress.9.1815,1815,Nine,51013017009
va.uscongress.19.1815,1815,Nineteen,51013017019
va.uscongress.1.1815,1815,One,51013017001
va.uscongress.7.1815,1815,Seven,51013017007
va.uscongress.17.1815,1815,Seventeen,51013017017
va.uscongress.6.1815,1815,Six,51013017006
va.uscongress.16.1815,1815,Sixteen,51013017016
va.uscongress.10.1815,1815,Ten,51013017010
va.uscongress.13.1815,1815,Thirteen,51013017013
va.uscongress.3.1815,1815,Three,51013017003
va.uscongress.12.1815,1815,Twelve,51013017012
va.uscongress.20.1815,1815,Twenty,51013017020
va.uscongress.21.1815,1815,Twenty One,51013017021
va.uscongress.23.1815,1815,Twenty Three,51013017023
va.uscongress.22.1815,1815,Twenty Two,51013017022
va.uscongress.2.1815,1815,Two,51013017002
va.uscongress.23.special.1816,1816,Twenty Three,51013017023
va.uscongress.8.1817,1817,Eight,51013017008
va.uscongress.18.1817,1817,Eighteen,51013017018
va.uscongress.11.1817,1817,Eleven,51013017011
va.uscongress.15.1817,1817,Fifteen,51013017015
va.uscongress.4.1817,1817,Four,51013017004
va.uscongress.14.1817,1817,Fourteen,51013017014
va.uscongress.9.1817,1817,Nine,51013017009
va.uscongress.19.1817,1817,Nineteen,51013017019
va.uscongress.1.1817,1817,One,51013017001
va.uscongress.7.1817,1817,Seven,51013017007
va.uscongress.17.1817,1817,Seventeen,51013017017
va.uscongress.6.1817,1817,Six,51013017006
va.uscongress.16.1817,1817,Sixteen,51013017016
va.uscongress.10.1817,1817,Ten,51013017010
va.uscongress.13.1817,1817,Thirteen,51013017013
va.uscongress.3.1817,1817,Three,51013017003
va.uscongress.12.1817,1817,Twelve,51013017012
va.uscongress.20.1817,1817,Twenty,51013017020
va.uscongress.21.1817,1817,Twenty One,51013017021
va.uscongress.2.1817,1817,Two,51013017002
va.special.uscongress.19.1818,1818,Nineteen,51013017019
va.uscongress.8.1819,1819,Eight,51013017008
va.uscongress.18.1819,1819,Eighteen,51013017018
va.uscongress.11.1819,1819,Eleven,51013017011
va.uscongress.15.1819,1819,Fifteen,51013017015
va.uscongress.5.1819,1819,Five,51013017005
va.uscongress.4.1819,1819,Four,51013017004
va.uscongress.14.1819,1819,Fourteen,51013017014
va.uscongress.9.1819,1819,Nine,51013017009
va.uscongress.19.1819,1819,Nineteen,51013017019
va.uscongress.1.1819,1819,One,51013017001
va.uscongress.7.1819,1819,Seven,51013017007
va.uscongress.17.1819,1819,Seventeen,51013017017
va.uscongress.6.1819,1819,Six,51013017006
va.uscongress.16.1819,1819,Sixteen,51013017016
va.uscongress.10.1819,1819,Ten,51013017010
va.uscongress.13.1819,1819,Thirteen,51013017013
va.uscongress.12.1819,1819,Twelve,51013017012
va.uscongress.21.1819,1819,Twenty One,51013017021
va.uscongress.23.1819,1819,Twenty Three,51013017023
va.uscongress.22.1819,1819,Twenty Two,51013017022
va.uscongress.2.1819,1819,Two,51013017002
va.special.uscongress.1.1820,1820,One,51013017001
va.special.uscongress.17.1820,1820,Seventeen,51013017017
va.special.uscongress.10.1820,1820,Ten,51013017010
va.special.uscongress.20.1820,1820,Twenty,51013017020
va.uscongress.8.1821,1821,Eight,51013017008
va.uscongress.18.1821,1821,Eighteen,51013017018
va.uscongress.11.1821,1821,Eleven,51013017011
va.uscongress.15.1821,1821,Fifteen,51013017015
va.uscongress.5.1821,1821,Five,51013017005
va.uscongress.4.1821,1821,Four,51013017004
va.uscongress.14.1821,1821,Fourteen,51013017014
va.uscongress.9.1821,1821,Nine,51013017009
va.uscongress.19.1821,1821,Nineteen,51013017019
va.uscongress.1.1821,1821,One,51013017001
va.uscongress.7.1821,1821,Seven,51013017007
va.uscongress.17.1821,1821,Seventeen,51013017017
va.uscongress.6.1821,1821,Six,51013017006
va.uscongress.16.1821,1821,Sixteen,51013017016
va.uscongress.10.1821,1821,Ten,51013017010
va.uscongress.13.1821,1821,Thirteen,51013017013
va.uscongress.3.1821,1821,Three,51013017003
va.uscongress.12.1821,1821,Twelve,51013017012
va.uscongress.20.1821,1821,Twenty,51013017020
va.uscongress.21.1821,1821,Twenty One,51013017021
va.uscongress.23.1821,1821,Twenty Three,51013017023
va.uscongress.22.1821,1821,Twenty Two,51013017022
va.uscongress.2.1821,1821,Two,51013017002
va.congress.8.1823,1823,Eight,51018018008
va.congress.18.1823,1823,Eighteen,51018018018
va.congress.11.1823,1823,Eleven,51018018011
va.congress.15.1823,1823,Fifteen,51018018015
va.congress.5.1823,1823,Five,51018018005
va.congress.4.1823,1823,Four,51018018004
va.congress.14.1823,1823,Fourteen,51018018014
va.congress.9.1823,1823,Nine,51018018009
va.congress.19.1823,1823,Nineteen,51018018019
va.congress.1.1823,1823,One,51018018001
va.congress.7.1823,1823,Seven,51018018007
va.congress.17.1823,1823,Seventeen,51018018017
va.congress.6.1823,1823,Six,51018018006
va.congress.16.1823,1823,Sixteen,51018018016
va.congress.10.1823,1823,Ten,51018018010
va.congress.13.1823,1823,Thirteen,51018018013
va.congress.3.1823,1823,Three,51018018003
va.congress.12.1823,1823,Twelve,51018018012
va.congress.20.1823,1823,Twenty,51018018020
va.congress.21.1823,1823,Twenty One,51018018021
va.congress.22.1823,1823,Twenty Two,51018018022
va.congress.2.1823,1823,Two,51018018002
va.congress.8.1825,1825,Eight,51019022008
va.congress.18.1825,1825,Eighteen,51019022018
va.congress.11.1825,1825,Eleven,51019022011
va.congress.15.1825,1825,Fifteen,51019022015
va.congress.5.1825,1825,Five,51019022005
va.congress.4.1825,1825,Four,51019022004
va.congress.14.1825,1825,Fourteen,51019022014
va.congress.9.1825,1825,Nine,51019022009
va.congress.19.1825,1825,Nineteen,51019022019
va.congress.1.1825,1825,One,51019022001
va.congress.7.1825,1825,Seven,51019022007
va.congress.17.1825,1825,Seventeen,51019022017
va.congress.6.1825,1825,Six,51019022006
va.congress.16.1825,1825,Sixteen,51019022016
va.congress.10.1825,1825,Ten,51019022010
va.congress.13.1825,1825,Thirteen,51019022013
va.congress.3.1825,1825,Three,51019022003
va.congress.12.1825,1825,Twelve,51019022012
va.congress.20.1825,1825,Twenty,51019022020
va.congress.21.1825,1825,Twenty One,51019022021
va.congress.22.1825,1825,Twenty Two,51019022022
va.congress.2.1825,1825,Two,51019022002
va.congress.5.special.1826,1826,Five,51019022005
va.special.uscongress.9.1790,1790-07,Nine,51001002009
va.uscongress.1.1790,1790-09,One,51001002001
va.uscongress.1.1797,1797-08,One,51003007001
va.uscongress.18.1799,1799-04,Eighteen,51003007018
va.uscongress.15.1799,1799-04,Fifteen,51003007015
va.uscongress.18.1803,1803-04,Eighteen,51008009018
va.uscongress.5.1803,1803-04,Five,51008009005
va.uscongress.7.1803,1803-04,Seven,51008009007
va.uscongress.3.1803,1803-04,Three,51008009003
va.uscongress.2.1803,1803-04,Two,51008009002
va.uscongress.1.1805,1805-04,One,51008009001
va.uscongress.7.1805,1805-04,Seven,51008009007
va.uscongress.21.1805,1805-04,Twenty-One,51008009021
va.uscongress.13.special.1806,1806-08,Thirteen,51008009013
va.uscongress.8.1807,1807-04,Eight,51010012008
va.uscongress.11.1807,1807-04,Eleven,51010012011
va.uscongress.9.1807,1807-04,Nine,51010012009
va.uscongress.19.1807,1807-04,Nineteen,51010012019
va.uscongress.7.1807,1807-04,Seven,51010012007
va.uscongress.20.1807,1807-04,Twenty,51010012020
va.uscongress.22.1807,1807-04,Twenty-Two,51010012022
va.uscongress.4.1809,1809-04,Four,51010012004
va.uscongress.5.1811,1811-04,Five,51010012005
va.uscongress.6.1811,1811-04,Six,51010012006
va.special.uscongress.18.1816,1816-10,Eighteen,51013017008
va.uscongress.5.1817,1817-04,Five,51013017005
va.uscongress.23.1817,1817-04,Twenty Three,51013017023
va.uscongress.22.1817,1817-04,Twenty Two,51013017022
va.uscongress.3.1819,1819-04,Three,51013017003
va.uscongress.20.1819,1819-04,Twenty,51013017020
va.uscongress.2.special.1822,1822-10,Two,51013017002
va.special.uscongress.13.1824,1824-03,Thirteen,51018018013
