congbio_member_name,congbio_position,congbio_party,congbio_state,congbio_birth,congbio_death,congbio_congress,join_name,congbio_id,congbio_url
"Stanton, Joseph, Jr.",Senator,Anti-Administration,RI,1739,1807,2,Joseph Stanton,S000805,http://bioguide.congress.gov/scripts/biodisplay.pl?index=S000805
"Steele, John",Representative,Pro-Administration,NC,1764,1815,2,John Steele,S000832,http://bioguide.congress.gov/scripts/biodisplay.pl?index=S000832
"Sterett, Samuel",Representative,Anti-Administration,MD,1758,1833,2,Samuel Sterett,S000866,http://bioguide.congress.gov/scripts/biodisplay.pl?index=S000866
"Strong, Caleb",Senator,Pro-Administration,MA,1745,1819,2,Caleb Strong,S001009,http://bioguide.congress.gov/scripts/biodisplay.pl?index=S001009
"Sturges, Jonathan",Representative,Pro-Administration,CT,1740,1819,2,Jonathan Sturges,S001047,http://bioguide.congress.gov/scripts/biodisplay.pl?index=S001047
"Sumter, Thomas",Representative,,SC,1734,1832,2,Thomas Sumter,S001073,http://bioguide.congress.gov/scripts/biodisplay.pl?index=S001073
"Taylor, John",Senator,Anti-Administration,VA,1753,1824,2,John Taylor,T000086,http://bioguide.congress.gov/scripts/biodisplay.pl?index=T000086
"Thacher, George",Representative,Federalist,MA,1754,1824,2,George Thacher,T000141,http://bioguide.congress.gov/scripts/biodisplay.pl?index=T000141
"Tredwell, Thomas",Representative,,NY,1743,1831,2,Thomas Tredwell,T000361,http://bioguide.congress.gov/scripts/biodisplay.pl?index=T000361
"Trumbull, Jonathan, Jr.",Representative,,CT,1740,1809,2,Jonathan Trumbull,T000389,http://bioguide.congress.gov/scripts/biodisplay.pl?index=T000389
"Tucker, Thomas Tudor",Representative,,SC,1745,1828,2,Thomas Tudor Tucker,T000403,http://bioguide.congress.gov/scripts/biodisplay.pl?index=T000403
"Venable, Abraham Bedford",Representative,,VA,1758,1811,2,Abraham Bedford Venable,V000083,http://bioguide.congress.gov/scripts/biodisplay.pl?index=V000083
"Vining, John",Representative,,DE,1758,1802,2,John Vining,V000104,http://bioguide.congress.gov/scripts/biodisplay.pl?index=V000104
"Wadsworth, Jeremiah",Representative,,CT,1743,1804,2,Jeremiah Wadsworth,W000013,http://bioguide.congress.gov/scripts/biodisplay.pl?index=W000013
"Ward, Artemas",Representative,,MA,1727,1800,2,Artemas Ward,W000127,http://bioguide.congress.gov/scripts/biodisplay.pl?index=W000127
"Wayne, Anthony",Representative,,GA,1745,1796,2,Anthony Wayne,W000216,http://bioguide.congress.gov/scripts/biodisplay.pl?index=W000216
"White, Alexander",Representative,,VA,1738,1804,2,Alexander White,W000352,http://bioguide.congress.gov/scripts/biodisplay.pl?index=W000352
"Williamson, Hugh",Representative,Federalist,NC,1735,1819,2,Hugh Williamson,W000551,http://bioguide.congress.gov/scripts/biodisplay.pl?index=W000551
"Willis, Francis",Representative,,GA,1745,1829,2,Francis Willis,W000560,http://bioguide.congress.gov/scripts/biodisplay.pl?index=W000560
"Wingate, Paine",Senator,Anti-Administration,NH,1739,1838,2,Paine Wingate,W000633,http://bioguide.congress.gov/scripts/biodisplay.pl?index=W000633
"Ames, Fisher",Representative,Pro-Administration,MA,1758,1808,3,Fisher Ames,A000174,http://bioguide.congress.gov/scripts/biodisplay.pl?index=A000174
"Armstrong, James",Representative,Pro-Administration,PA,1748,1828,3,James Armstrong,A000280,http://bioguide.congress.gov/scripts/biodisplay.pl?index=A000280
"Bailey, Theodorus",Representative,,NY,1758,1828,3,Theodorus Bailey,B000049,http://bioguide.congress.gov/scripts/biodisplay.pl?index=B000049
"Baldwin, Abraham",Representative,Anti-Administration,GA,1754,1807,3,Abraham Baldwin,B000084,http://bioguide.congress.gov/scripts/biodisplay.pl?index=B000084
"Beatty, John",Representative,Pro-Administration,NJ,1749,1826,3,John Beatty,B000282,http://bioguide.congress.gov/scripts/biodisplay.pl?index=B000282
"Benton, Lemuel",Representative,Anti-Administration,SC,1754,1818,3,Lemuel Benton,B000396,http://bioguide.congress.gov/scripts/biodisplay.pl?index=B000396
"Blount, Thomas",Representative,Anti-Administration,NC,1759,1812,3,Thomas Blount,B000569,http://bioguide.congress.gov/scripts/biodisplay.pl?index=B000569
"Boudinot, Elias",Representative,Pro-Administration,NJ,1740,1821,3,Elias Boudinot,B000661,http://bioguide.congress.gov/scripts/biodisplay.pl?index=B000661
"Bourne, Benjamin",Representative,Pro-Administration,RI,1755,1808,3,Benjamin Bourne,B000669,http://bioguide.congress.gov/scripts/biodisplay.pl?index=B000669
"Bourne, Shearjashub",Representative,Pro-Administration,MA,1746,1806,3,Shearjashub Bourne,B000671,http://bioguide.congress.gov/scripts/biodisplay.pl?index=B000671
"Bradford, William",Senator,Pro-Administration,RI,1729,1808,3,William Bradford,B000739,http://bioguide.congress.gov/scripts/biodisplay.pl?index=B000739
"Bradley, Stephen Row",Senator,Anti-Administration,VT,1754,1830,3,Stephen Row Bradley,B000745,http://bioguide.congress.gov/scripts/biodisplay.pl?index=B000745
"Brown, John",Senator,Anti-Administration,KY,1757,1837,3,John Brown,B000929,http://bioguide.congress.gov/scripts/biodisplay.pl?index=B000929
"Burr, Aaron",Senator,Anti-Administration,NY,1756,1836,3,Aaron Burr,B001133,http://bioguide.congress.gov/scripts/biodisplay.pl?index=B001133
"Butler, Pierce",Senator,Anti-Administration,SC,1744,1822,3,Pierce Butler,B001186,http://bioguide.congress.gov/scripts/biodisplay.pl?index=B001186
"Cabot, George",Senator,Pro-Administration,MA,1752,1823,3,George Cabot,C000009,http://bioguide.congress.gov/scripts/biodisplay.pl?index=C000009
"Cadwalader, Lambert",Representative,Pro-Administration,NJ,1742,1823,3,Lambert Cadwalader,C000012,http://bioguide.congress.gov/scripts/biodisplay.pl?index=C000012
"Carnes, Thomas Petters",Representative,Anti-Administration,GA,1762,1822,3,Thomas Petters Carnes,C000163,http://bioguide.congress.gov/scripts/biodisplay.pl?index=C000163
"Christie, Gabriel",Representative,Anti-Administration,MD,1755,1808,3,Gabriel Christie,C000382,http://bioguide.congress.gov/scripts/biodisplay.pl?index=C000382
"Claiborne, Thomas",Representative,Anti-Administration,VA,1749,1812,3,Thomas Claiborne,C000406,http://bioguide.congress.gov/scripts/biodisplay.pl?index=C000406
"Clark, Abraham",Representative,Pro-Administration,NJ,1726,1794,3,Abraham Clark,C000418,http://bioguide.congress.gov/scripts/biodisplay.pl?index=C000418
"Cobb, David",Representative,Pro-Administration,MA,1748,1830,3,David Cobb,C000545,http://bioguide.congress.gov/scripts/biodisplay.pl?index=C000545
"Coffin, Peleg, Jr.",Representative,Pro-Administration,MA,1756,1805,3,Peleg Coffin,C000591,http://bioguide.congress.gov/scripts/biodisplay.pl?index=C000591
"Coit, Joshua",Representative,Pro-Administration,CT,1758,1798,3,Joshua Coit,C000600,http://bioguide.congress.gov/scripts/biodisplay.pl?index=C000600
"Coles, Isaac",Representative,Anti-Administration,VA,1747,1813,3,Isaac Coles,C000624,http://bioguide.congress.gov/scripts/biodisplay.pl?index=C000624
"Dawson, William Johnson",Representative,Anti-Administration,NC,,1798,3,William Johnson Dawson,D000157,http://bioguide.congress.gov/scripts/biodisplay.pl?index=D000157
"Dayton, Jonathan",Representative,Federalist,NJ,1760,1824,3,Jonathan Dayton,D000165,http://bioguide.congress.gov/scripts/biodisplay.pl?index=D000165
"Dearborn, Henry",Representative,Anti-Administration,MA,1751,1829,3,Henry Dearborn,D000178,http://bioguide.congress.gov/scripts/biodisplay.pl?index=D000178
"Dent, George",Representative,Pro-Administration,MD,1756,1813,3,George Dent,D000254,http://bioguide.congress.gov/scripts/biodisplay.pl?index=D000254
"Dexter, Samuel",Representative,Federalist,MA,1761,1816,3,Samuel Dexter,D000296,http://bioguide.congress.gov/scripts/biodisplay.pl?index=D000296
"Duvall, Gabriel",Representative,Anti-Administration,MD,1752,1844,3,Gabriel Duvall,D000578,http://bioguide.congress.gov/scripts/biodisplay.pl?index=D000578
"Edwards, Benjamin",Representative,Pro-Administration,MD,1753,1829,3,Benjamin Edwards,E000060,http://bioguide.congress.gov/scripts/biodisplay.pl?index=E000060
"Edwards, John",Senator,Anti-Administration,KY,1748,1837,3,John Edwards,E000075,http://bioguide.congress.gov/scripts/biodisplay.pl?index=E000075
"Ellsworth, Oliver",Senator,Pro-Administration,CT,1745,1807,3,Oliver Ellsworth,E000147,http://bioguide.congress.gov/scripts/biodisplay.pl?index=E000147
"Findley, William",Representative,Anti-Administration,PA,1741/1742,1821,3,William Findley,F000124,http://bioguide.congress.gov/scripts/biodisplay.pl?index=F000124
"Fitzsimons, Thomas",Representative,Pro-Administration,PA,1741,1811,3,Thomas Fitzsimons,F000178,http://bioguide.congress.gov/scripts/biodisplay.pl?index=F000178
"Fitzsimons, Thomas",Representative,Pro-Administration,PA,,,3,Thomas Fitzsimons,F000178,http://bioguide.congress.gov/scripts/biodisplay.pl?index=F000178
"Forrest, Uriah",Representative,Pro-Administration,MD,1756,1805,3,Uriah Forrest,F000282,http://bioguide.congress.gov/scripts/biodisplay.pl?index=F000282
"Foster, Dwight",Representative,Federalist,MA,1757,1823,3,Dwight Foster,F000301,http://bioguide.congress.gov/scripts/biodisplay.pl?index=F000301
"Foster, Theodore",Senator,Pro-Administration,RI,1752,1828,3,Theodore Foster,F000313,http://bioguide.congress.gov/scripts/biodisplay.pl?index=F000313
"Frelinghuysen, Frederick",Senator,Pro-Administration,NJ,1753,1804,3,Frederick Frelinghuysen,F000368,http://bioguide.congress.gov/scripts/biodisplay.pl?index=F000368
"Gilbert, Ezekiel",Representative,Pro-Administration,NY,1756,1841,3,Ezekiel Gilbert,G000173,http://bioguide.congress.gov/scripts/biodisplay.pl?index=G000173
"Giles, William Branch",Representative,,VA,1762,1830,3,William Branch Giles,G000183,http://bioguide.congress.gov/scripts/biodisplay.pl?index=G000183
"Gillespie, James",Representative,Anti-Administration,NC,c1747,1805,3,James Gillespie,G000196,http://bioguide.congress.gov/scripts/biodisplay.pl?index=G000196
"Gillon, Alexander",Representative,Anti-Administration,SC,1741,1794,3,Alexander Gillon,G000211,http://bioguide.congress.gov/scripts/biodisplay.pl?index=G000211
"Gilman, Nicholas",Representative,,NH,1755,1814,3,Nicholas Gilman,G000215,http://bioguide.congress.gov/scripts/biodisplay.pl?index=G000215
"Glen, Henry",Representative,Pro-Administration,NY,1739,1814,3,Henry Glen,G000235,http://bioguide.congress.gov/scripts/biodisplay.pl?index=G000235
"Goodhue, Benjamin",Representative,Federalist,MA,1748,1814,3,Benjamin Goodhue,G000286,http://bioguide.congress.gov/scripts/biodisplay.pl?index=G000286
"Gordon, James",Representative,Pro-Administration,NY,1739,1810,3,James Gordon,G000311,http://bioguide.congress.gov/scripts/biodisplay.pl?index=G000311
"Greenup, Christopher",Representative,Anti-Administration,KY,1750,1818,3,Christopher Greenup,G000434,http://bioguide.congress.gov/scripts/biodisplay.pl?index=G000434
"Gregg, Andrew",Representative,,PA,1755,1835,3,Andrew Gregg,G000442,http://bioguide.congress.gov/scripts/biodisplay.pl?index=G000442
"Griffin, Samuel",Representative,Pro-Administration,VA,1746,1810,3,Samuel Griffin,G000466,http://bioguide.congress.gov/scripts/biodisplay.pl?index=G000466
"Grove, William Barry",Representative,Pro-Administration,NC,1764,1818,3,William Barry Grove,G000502,http://bioguide.congress.gov/scripts/biodisplay.pl?index=G000502
"Gunn, James",Senator,Anti-Administration,GA,1753,1801,3,James Gunn,G000526,http://bioguide.congress.gov/scripts/biodisplay.pl?index=G000526
"Hancock, George",Representative,Pro-Administration,VA,1754,1820,3,George Hancock,H000148,http://bioguide.congress.gov/scripts/biodisplay.pl?index=H000148
"Harper, Robert Goodloe",Representative,,SC,1765,1825,3,Robert Goodloe Harper,H000225,http://bioguide.congress.gov/scripts/biodisplay.pl?index=H000225
"Harrison, Carter Bassett",Representative,Anti-Administration,VA,c1756,1808,3,Carter Bassett Harrison,H000266,http://bioguide.congress.gov/scripts/biodisplay.pl?index=H000266
"Hartley, Thomas",Representative,Pro-Administration,PA,1748,1800,3,Thomas Hartley,H000299,http://bioguide.congress.gov/scripts/biodisplay.pl?index=H000299
"Hawkins, Benjamin",Senator,Pro-Administration,NC,1754,1816,3,Benjamin Hawkins,H000368,http://bioguide.congress.gov/scripts/biodisplay.pl?index=H000368
"Heath, John",Representative,Anti-Administration,VA,1758,1810,3,John Heath,H000431,http://bioguide.congress.gov/scripts/biodisplay.pl?index=H000431
"Henry, John",Senator,Pro-Administration,MD,1750,1798,3,John Henry,H000508,http://bioguide.congress.gov/scripts/biodisplay.pl?index=H000508
"Hiester, Daniel",Representative,Anti-Administration,PA,1747,1804,3,Daniel Hiester,H000570,http://bioguide.congress.gov/scripts/biodisplay.pl?index=H000570
"Hillhouse, James",Representative,,CT,1754,1832,3,James Hillhouse,H000618,http://bioguide.congress.gov/scripts/biodisplay.pl?index=H000618
"Hindman, William",Representative,Federalist,MD,1743,1822,3,William Hindman,H000629,http://bioguide.congress.gov/scripts/biodisplay.pl?index=H000629
"Holten, Samuel",Representative,Anti-Administration,MA,1738,1816,3,Samuel Holten,H000750,http://bioguide.congress.gov/scripts/biodisplay.pl?index=H000750
"Hunter, John",Representative,,SC,1732/1760,1802,3,John Hunter,H000982,http://bioguide.congress.gov/scripts/biodisplay.pl?index=H000982
"Irvine, William",Representative,Anti-Administration,PA,1741,1804,3,William Irvine,I000035,http://bioguide.congress.gov/scripts/biodisplay.pl?index=I000035
"Izard, Ralph",Senator,Pro-Administration,SC,1741/1742,1804,3,Ralph Izard,I000053,http://bioguide.congress.gov/scripts/biodisplay.pl?index=I000053
"Jackson, James",Senator,Anti-Administration,GA,1757,1806,3,James Jackson,J000017,http://bioguide.congress.gov/scripts/biodisplay.pl?index=J000017
"King, Rufus",Senator,Pro-Administration,NY,1755,1827,3,Rufus King,K000212,http://bioguide.congress.gov/scripts/biodisplay.pl?index=K000212
"Kitchell, Aaron",Representative,,NJ,1744,1820,3,Aaron Kitchell,K000246,http://bioguide.congress.gov/scripts/biodisplay.pl?index=K000246
"Kittera, John Wilkes",Representative,Pro-Administration,PA,1752,1801,3,John Wilkes Kittera,K000253,http://bioguide.congress.gov/scripts/biodisplay.pl?index=K000253
"Langdon, John",Senator,Anti-Administration,NH,1741,1819,3,John Langdon,L000067,http://bioguide.congress.gov/scripts/biodisplay.pl?index=L000067
"Latimer, Henry",Representative,Federalist,DE,1752,1819,3,Henry Latimer,L000115,http://bioguide.congress.gov/scripts/biodisplay.pl?index=L000115
"Latimer, Henry",Senator,Federalist,DE,,,3,Henry Latimer,L000115,http://bioguide.congress.gov/scripts/biodisplay.pl?index=L000115
"Learned, Amasa",Representative,Pro-Administration,CT,1750,1825,3,Amasa Learned,L000178,http://bioguide.congress.gov/scripts/biodisplay.pl?index=L000178
"Lee, Richard Bland",Representative,Pro-Administration,VA,1761,1827,3,Richard Bland Lee,L000200,http://bioguide.congress.gov/scripts/biodisplay.pl?index=L000200
"Livermore, Samuel",Senator,Pro-Administration,NH,1732,1803,3,Samuel Livermore,L000364,http://bioguide.congress.gov/scripts/biodisplay.pl?index=L000364
"Locke, Matthew",Representative,Anti-Administration,NC,1730,1801,3,Matthew Locke,L000389,http://bioguide.congress.gov/scripts/biodisplay.pl?index=L000389
"Lyman, William",Representative,Anti-Administration,MA,1755,1811,3,William Lyman,L000530,http://bioguide.congress.gov/scripts/biodisplay.pl?index=L000530
"Macon, Nathaniel",Representative,Democratic Republican,NC,1757,1837,3,Nathaniel Macon,M000034,http://bioguide.congress.gov/scripts/biodisplay.pl?index=M000034
"Madison, James, Jr.",Representative,Anti-Administration,VA,1751,1836,3,James Madison,M000043,http://bioguide.congress.gov/scripts/biodisplay.pl?index=M000043
"Malbone, Francis",Representative,Federalist,RI,1759,1809,3,Francis Malbone,M000076,http://bioguide.congress.gov/scripts/biodisplay.pl?index=M000076
"Martin, Alexander",Senator,Anti-Administration,NC,1740,1807,3,Alexander Martin,M000166,http://bioguide.congress.gov/scripts/biodisplay.pl?index=M000166
"Mason, Stevens Thomson",Senator,Democratic Republican,VA,1760,1803,3,Stevens Thomson Mason,M000226,http://bioguide.congress.gov/scripts/biodisplay.pl?index=M000226
"Mcdowell, Joseph",Representative,Anti-Administration,NC,1758,1799,3,Joseph Mcdowell,M000424,http://bioguide.congress.gov/scripts/biodisplay.pl?index=M000424
"Mebane, Alexander",Representative,Anti-Administration,NC,1744,1795,3,Alexander Mebane,M000622,http://bioguide.congress.gov/scripts/biodisplay.pl?index=M000622
"Mercer, John Francis",Representative,Anti-Administration,MD,1759,1821,3,John Francis Mercer,M000645,http://bioguide.congress.gov/scripts/biodisplay.pl?index=M000645
"Mitchell, Stephen Mix",Senator,Pro-Administration,CT,1743,1835,3,Stephen Mix Mitchell,M000828,http://bioguide.congress.gov/scripts/biodisplay.pl?index=M000828
"Monroe, James",Senator,Anti-Administration,VA,1758,1831,3,James Monroe,M000858,http://bioguide.congress.gov/scripts/biodisplay.pl?index=M000858
"Montgomery, William",Representative,Anti-Administration,PA,1736,1816,3,William Montgomery,M000873,http://bioguide.congress.gov/scripts/biodisplay.pl?index=M000873
"Moore, Andrew",Representative,,VA,1752,1821,3,Andrew Moore,M000891,http://bioguide.congress.gov/scripts/biodisplay.pl?index=M000891
"Morris, Robert",Senator,Pro-Administration,PA,1734,1806,3,Robert Morris,M000985,http://bioguide.congress.gov/scripts/biodisplay.pl?index=M000985
"Muhlenberg, Frederick Augustus Conrad",Representative,Anti-administration,PA,,,3,Frederick Augustus Conrad Muhlenberg,M001063,http://bioguide.congress.gov/scripts/biodisplay.pl?index=M001063
"Muhlenberg, John Peter Gabriel",Representative,,PA,1746,1807,3,John Peter Gabriel Muhlenberg,M001066,http://bioguide.congress.gov/scripts/biodisplay.pl?index=M001066
"Murray, William Vans",Representative,Pro-Administration,MD,1760,1803,3,William Vans Murray,M001119,http://bioguide.congress.gov/scripts/biodisplay.pl?index=M001119
