congbio_member_name,congbio_position,congbio_party,congbio_state,congbio_birth,congbio_death,congbio_congress,join_name,congbio_id,congbio_url,name_id
"Locke, John",Representative,Adams-Clay Republican,MA,1764,1855,18,John Locke,L000388,http://bioguide.congress.gov/scripts/biodisplay.pl?index=L000388,LJ0184
"Letcher, Robert Perkins",Representative,Adams-Clay Republican,KY,1788,1861,18,Robert Perkins Letcher,L000257,http://bioguide.congress.gov/scripts/biodisplay.pl?index=L000257,LR0005
"Longfellow, Stephen",Representative,Adams-Clay Federalist,ME,1775,1849,18,Stephen Longfellow,L000430,http://bioguide.congress.gov/scripts/biodisplay.pl?index=L000430,LS0011
"Lawrence, Samuel",Representative,Adams-Clay Republican,NY,1773,1837,18,Samuel Lawrence,L000138,http://bioguide.congress.gov/scripts/biodisplay.pl?index=L000138,LS0060
"Marvin, Dudley",Representative,Adams-Clay Republican,NY,1786,1856,18,Dudley Marvin,M000208,http://bioguide.congress.gov/scripts/biodisplay.pl?index=M000208,MD0116
"Miller, Daniel H.",Representative,Jackson Republican,PA,NA,1846,18,Daniel H. Miller,M000722,http://bioguide.congress.gov/scripts/biodisplay.pl?index=M000722,MD0249
"Mitchell, George Edward",Representative,Adams-Clay Republican,MD,1781,1832,18,George Edward Mitchell,M000810,http://bioguide.congress.gov/scripts/biodisplay.pl?index=M000810,MG0025
"Martindale, Henry Clinton",Representative,Adams-Clay Federalist,NY,1780,1860,18,Henry Clinton Martindale,M000204,http://bioguide.congress.gov/scripts/biodisplay.pl?index=M000204,MH0074
"Mckee, John",Representative,Jackson Republican,AL,1771,1832,18,John Mckee,M000495,http://bioguide.congress.gov/scripts/biodisplay.pl?index=M000495,MJ0013
"Mcilvaine, Joseph",Senator,Adams-Clay Republican,NJ,1769,1826,18,Joseph Mcilvaine,M000475,http://bioguide.congress.gov/scripts/biodisplay.pl?index=M000475,MJ0436
"Markley, Philip Swenk",Representative,Jackson Republican,PA,1789,1834,18,Philip Swenk Markley,M000135,http://bioguide.congress.gov/scripts/biodisplay.pl?index=M000135,MP0124
"Mckean, Samuel",Representative,Jacksonian,PA,1787,1841,18,Samuel Mckean,M000492,http://bioguide.congress.gov/scripts/biodisplay.pl?index=M000492,MS0187
"Moore, Thomas Patrick",Representative,Jackson Republican,KY,1797,1853,18,Thomas Patrick Moore,M000921,http://bioguide.congress.gov/scripts/biodisplay.pl?index=M000921,MT0036
"Mangum, Willie Person",Representative,Jacksonian,NC,1792,1861,18,Willie Person Mangum,M000096,http://bioguide.congress.gov/scripts/biodisplay.pl?index=M000096,MW0251
"Mclean, William",Representative,Adams-Clay Republican,OH,1794,1839,18,William Mclean,M000552,http://bioguide.congress.gov/scripts/biodisplay.pl?index=M000552,MW0279
"Owen, George Washington",Representative,Jackson Republican,AL,1796,1837,18,George Washington Owen,O000150,http://bioguide.congress.gov/scripts/biodisplay.pl?index=O000150,OG0000
"Outlaw, George",Representative,Crawford Republican,NC,NA,1825,18,George Outlaw,O000139,http://bioguide.congress.gov/scripts/biodisplay.pl?index=O000139,OG0013
"Olin, Henry",Representative,Adams-Clay Republican,VT,1768,1837,18,Henry Olin,O000068,http://bioguide.congress.gov/scripts/biodisplay.pl?index=O000068,OH0050
"O'brien, Jeremiah",Representative,Adams-Clay Republican,ME,1778,1858,18,Jeremiah O'brien,O000013,http://bioguide.congress.gov/scripts/biodisplay.pl?index=O000013,OJ0005
"Patterson, John",Representative,Adams-Clay Republican,OH,1771,1848,18,John Patterson,P000122,http://bioguide.congress.gov/scripts/biodisplay.pl?index=P000122,PJ0208
"Prince, William",Representative,Republican,IN,1772,1824,18,William Prince,P000540,http://bioguide.congress.gov/scripts/biodisplay.pl?index=P000540,PW0025
"Richards, John",Representative,Crawford Republican,NY,1765,1850,18,John Richards,R000216,http://bioguide.congress.gov/scripts/biodisplay.pl?index=R000216,RJ0233
"Rose, Robert Selden",Representative,Adams-Clay Republican,NY,1774,1835,18,Robert Selden Rose,R000439,http://bioguide.congress.gov/scripts/biodisplay.pl?index=R000439,RR0038
"Rives, William Cabell",Representative,Jacksonian,VA,1793,1868,18,William Cabell Rives,R000285,http://bioguide.congress.gov/scripts/biodisplay.pl?index=R000285,RW0272
"Standifer, James Israel",Representative,Jackson Republican,TN,1782,1837,18,James Israel Standifer,S000789,http://bioguide.congress.gov/scripts/biodisplay.pl?index=S000789,SJ0195
"Spence, John Selby",Representative,Anti-Jacksonian,MD,1788,1840,18,John Selby Spence,S000719,http://bioguide.congress.gov/scripts/biodisplay.pl?index=S000719,SJ0312
"Sibley, Jonas",Representative,Adams-Clay Republican,MA,1762,1834,18,Jonas Sibley,S000397,http://bioguide.congress.gov/scripts/biodisplay.pl?index=S000397,SJ0437
"Sandford, James T.",Representative,Jackson Republican,TN,NA,NA,18,James T. Sandford,S000040,http://bioguide.congress.gov/scripts/biodisplay.pl?index=S000040,SJ1542
"Spaight, Richard Dobbs, Jr.",Representative,Crawford Republican,NC,1796,1850,18,Richard Dobbs Spaight,S000694,http://bioguide.congress.gov/scripts/biodisplay.pl?index=S000694,SR0173
"Thomson, Alexander",Representative,NA,PA,1788,1848,18,Alexander Thomson,T000227,http://bioguide.congress.gov/scripts/biodisplay.pl?index=T000227,TA0068
"Ten Eyck, Egbert",Representative,Crawford Republicans,NY,1779,1844,18,Egbert Ten Eyck,T000125,http://bioguide.congress.gov/scripts/biodisplay.pl?index=T000125,TE0200
"Test, John",Representative,Jackson Republican,IN,1771,1849,18,John Test,T000138,http://bioguide.congress.gov/scripts/biodisplay.pl?index=T000138,TJ0114
"Tyson, Jacob",Representative,NA,NY,1773,1848,18,Jacob Tyson,T000453,http://bioguide.congress.gov/scripts/biodisplay.pl?index=T000453,TJ0357
"Thompson, Philip",Representative,Adams-Clay Republican,KY,1789,1836,18,Philip Thompson,T000211,http://bioguide.congress.gov/scripts/biodisplay.pl?index=T000211,TP0009
"Vance, Robert Brank",Representative,NA,NC,1793,1827,18,Robert Brank Vance,V000018,http://bioguide.congress.gov/scripts/biodisplay.pl?index=V000018,VR0007
"Vinton, Samuel Finley",Representative,Whig,OH,1792,1862,18,Samuel Finley Vinton,V000107,http://bioguide.congress.gov/scripts/biodisplay.pl?index=V000107,VS0017
"Wickliffe, Charles Anderson",Representative,Jackson Republican,KY,1788,1869,18,Charles Anderson Wickliffe,W000442,http://bioguide.congress.gov/scripts/biodisplay.pl?index=W000442,WC0021
"White, David",Representative,Adams-Clay Republican,KY,1785,1834,18,David White,W000363,http://bioguide.congress.gov/scripts/biodisplay.pl?index=W000363,WD0009
"Whittlesey, Elisha",Representative,Whig,OH,1783,1863,18,Elisha Whittlesey,W000431,http://bioguide.congress.gov/scripts/biodisplay.pl?index=W000431,WE0121
"Wolf, George",Representative,Jackson Republican,PA,1777,1840,18,George Wolf,W000673,http://bioguide.congress.gov/scripts/biodisplay.pl?index=W000673,WG0097
"Wilson, Henry",Representative,NA,PA,1778,1826,18,Henry Wilson,W000584,http://bioguide.congress.gov/scripts/biodisplay.pl?index=W000584,WH0095
"Wilson, Isaac",Representative,NA,NY,1780,1848,18,Isaac Wilson,W000586,http://bioguide.congress.gov/scripts/biodisplay.pl?index=W000586,WI0028
"Wayne, Isaac",Representative,NA,PA,1772,1852,18,Isaac Wayne,W000217,http://bioguide.congress.gov/scripts/biodisplay.pl?index=W000217,WI0051
"Wilson, James",Representative,NA,PA,1779,1868,18,James Wilson,W000588,http://bioguide.congress.gov/scripts/biodisplay.pl?index=W000588,WJ0328
"Whitman, Lemuel",Representative,Adams-Clay Republican,CT,1780,1841,18,Lemuel Whitman,W000422,http://bioguide.congress.gov/scripts/biodisplay.pl?index=W000422,WL0000
"Wilson, William",Representative,NA,OH,1773,1827,18,William Wilson,W000619,http://bioguide.congress.gov/scripts/biodisplay.pl?index=W000619,WW0103
"Woods, William",Representative,NA,NY,1790,1837,18,William Woods,W000727,http://bioguide.congress.gov/scripts/biodisplay.pl?index=W000727,WW0171
"Ashley, Henry",Representative,Jacksonian,NY,1778,1829,19,Henry Ashley,A000313,http://bioguide.congress.gov/scripts/biodisplay.pl?index=A000313,AH0008
"Anderson, John",Representative,Jacksonian,ME,1792,1853,19,John Anderson,A000193,http://bioguide.congress.gov/scripts/biodisplay.pl?index=A000193,AJ0025
"Angel, William G.",Representative,Adams,NY,1790,1858,19,William G. Angel,A000256,http://bioguide.congress.gov/scripts/biodisplay.pl?index=A000256,AW0046
"Addams, William",Representative,Jacksonian,PA,1777,1858,19,William Addams,A000053,http://bioguide.congress.gov/scripts/biodisplay.pl?index=A000053,AW0109
"Armstrong, William",Representative,Adams,VA,1782,1865,19,William Armstrong,A000284,http://bioguide.congress.gov/scripts/biodisplay.pl?index=A000284,AW0172
"Barringer, Daniel Laurens",Representative,Jacksonian,NC,1788,1852,19,Daniel Laurens Barringer,B000181,http://bioguide.congress.gov/scripts/biodisplay.pl?index=B000181,BD0102
"Berrien, John Macpherson",Senator,Jacksonian,GA,1781,1856,19,John Macpherson Berrien,B000413,http://bioguide.congress.gov/scripts/biodisplay.pl?index=B000413,BJ0118
"Barney, John",Representative,Adams,MD,1785,1857,19,John Barney,B000162,http://bioguide.congress.gov/scripts/biodisplay.pl?index=B000162,BJ0397
"Bryan, John Heritage",Representative,Jacksonian,NC,1798,1870,19,John Heritage Bryan,B000988,http://bioguide.congress.gov/scripts/biodisplay.pl?index=B000988,BJ0862
"Baldwin, John",Representative,Adams,CT,1772,1850,19,John Baldwin,B000090,http://bioguide.congress.gov/scripts/biodisplay.pl?index=B000090,BJ1555
"Badger, Luther",Representative,Adams,NY,1785,1869,19,Luther Badger,B000023,http://bioguide.congress.gov/scripts/biodisplay.pl?index=B000023,BL0047
"Boon, Ratliff",Representative,Jacksonian,IN,1781,1844,19,Ratliff Boon,B000628,http://bioguide.congress.gov/scripts/biodisplay.pl?index=B000628,BR0010
"Burges, Tristam",Representative,Adams,RI,1770,1853,19,Tristam Burges,B001082,http://bioguide.congress.gov/scripts/biodisplay.pl?index=B001082,BT0010
"Brown, Titus",Representative,Adams,NH,1786,1849,19,Titus Brown,B000945,http://bioguide.congress.gov/scripts/biodisplay.pl?index=B000945,BT0180
"Chambers, Ezekiel Forman",Senator,Adams,MD,1788,1867,19,Ezekiel Forman Chambers,C000282,http://bioguide.congress.gov/scripts/biodisplay.pl?index=C000282,CE0066
"Crump, George William",Representative,Jacksonian,VA,1786,1848,19,George William Crump,C000956,http://bioguide.congress.gov/scripts/biodisplay.pl?index=C000956,CG0118
"Chambers, Henry H.",Senator,Jacksonian,AL,1790,1826,19,Henry H. Chambers,C000284,http://bioguide.congress.gov/scripts/biodisplay.pl?index=C000284,CH0000
"Claiborne, Nathaniel Herbert",Representative,Jacksonian,VA,1777,1859,19,Nathaniel Herbert Claiborne,C000405,http://bioguide.congress.gov/scripts/biodisplay.pl?index=C000405,CN0061
"Carson, Samuel Price",Representative,Jacksonian,NC,1798,1838,19,Samuel Price Carson,C000193,http://bioguide.congress.gov/scripts/biodisplay.pl?index=C000193,CS0161
"Dorsey, Clement",Representative,Adams,MD,1778,1848,19,Clement Dorsey,D000437,http://bioguide.congress.gov/scripts/biodisplay.pl?index=D000437,DC0019
"Davis, John",Representative,Whig,MA,1787,1854,19,John Davis,D000117,http://bioguide.congress.gov/scripts/biodisplay.pl?index=D000117,DJ0181
"Davenport, Thomas",Representative,Jacksonian,VA,NA,1838,19,Thomas Davenport,D000079,http://bioguide.congress.gov/scripts/biodisplay.pl?index=D000079,DT0144
"Drayton, William",Representative,Jacksonian,SC,1776,1846,19,William Drayton,D000490,http://bioguide.congress.gov/scripts/biodisplay.pl?index=D000490,DW0036
"Dietz, William",Representative,Jacksonian,NY,1778,1848,19,William Dietz,D000342,http://bioguide.congress.gov/scripts/biodisplay.pl?index=D000342,DW0091
"Estil, Benjamin",Representative,Adams,VA,1780,1853,19,Benjamin Estil,E000223,http://bioguide.congress.gov/scripts/biodisplay.pl?index=E000223,EB0023
"Everett, Edward",Representative,Whig,MA,1794,1865,19,Edward Everett,E000264,http://bioguide.congress.gov/scripts/biodisplay.pl?index=E000264,EE0018
"Eastman, Nehemiah",Representative,Adams,NH,1782,1856,19,Nehemiah Eastman,E000021,http://bioguide.congress.gov/scripts/biodisplay.pl?index=E000021,EN0021
"Findlay, James",Representative,Jacksonian,OH,1770,1835,19,James Findlay,F000119,http://bioguide.congress.gov/scripts/biodisplay.pl?index=F000119,FJ0300
"Fosdick, Nicoll",Representative,Adams,NY,1785,1868,19,Nicoll Fosdick,F000292,http://bioguide.congress.gov/scripts/biodisplay.pl?index=F000292,FN0023
"Forward, Chauncey",Representative,Jacksonian,PA,1793,1839,19,Chauncey Forward,F000290,http://bioguide.congress.gov/scripts/biodisplay.pl?index=F000290,FW0098
"Garnsey, Daniel Greene",Representative,Adams,NY,1779,1851,19,Daniel Greene Garnsey,G000078,http://bioguide.congress.gov/scripts/biodisplay.pl?index=G000078,GD0043
"Hasbrouck, Abraham Bruyn",Representative,Adams,NY,1791,1879,19,Abraham Bruyn Hasbrouck,H000312,http://bioguide.congress.gov/scripts/biodisplay.pl?index=H000312,HA0234
"Haynes, Charles Eaton",Representative,Jacksonian,GA,1784,1841,19,Charles Eaton Haynes,H000399,http://bioguide.congress.gov/scripts/biodisplay.pl?index=H000399,HC0011
"Humphrey, Charles",Representative,Adams,NY,1792,1850,19,Charles Humphrey,H000950,http://bioguide.congress.gov/scripts/biodisplay.pl?index=H000950,HC0076
"Hugunin, Daniel, Jr.",Representative,Adams,NY,1790,1850,19,Daniel Hugunin,H000932,http://bioguide.congress.gov/scripts/biodisplay.pl?index=H000932,HD0063
"Holmes, Gabriel",Representative,Jacksonian,NC,1769,1829,19,Gabriel Holmes,H000737,http://bioguide.congress.gov/scripts/biodisplay.pl?index=H000737,HG0080
"Harvey, Jonathan",Representative,Jacksonian,NH,1780,1859,19,Jonathan Harvey,H000308,http://bioguide.congress.gov/scripts/biodisplay.pl?index=H000308,HJ0382
"Henry, John Flournoy",Representative,Adams,KY,1793,1873,19,John Flournoy Henry,H000509,http://bioguide.congress.gov/scripts/biodisplay.pl?index=H000509,HJ0557
"Hallock, John, Jr.",Representative,Jacksonian,NY,1783,1840,19,John Hallock,H000082,http://bioguide.congress.gov/scripts/biodisplay.pl?index=H000082,HJ0600
"Healy, Joseph",Representative,Adams,NH,1776,1861,19,Joseph Healy,H000425,http://bioguide.congress.gov/scripts/biodisplay.pl?index=H000425,HJ1093
"Hoffman, Michael",Representative,Jacksonian,NY,1787,1848,19,Michael Hoffman,H000688,http://bioguide.congress.gov/scripts/biodisplay.pl?index=H000688,HM0054
"Hines, Richard",Representative,Jacksonian,NC,NA,1851,19,Richard Hines,H000634,http://bioguide.congress.gov/scripts/biodisplay.pl?index=H000634,HR0162
"Haile, William",Representative,Jacksonian,MS,1797,1837,19,William Haile,H000022,http://bioguide.congress.gov/scripts/biodisplay.pl?index=H000022,HW0305
"Ingersoll, Ralph Isaacs",Representative,Adams,CT,1789,1872,19,Ralph Isaacs Ingersoll,I000020,http://bioguide.congress.gov/scripts/biodisplay.pl?index=I000020,IR0000
"Jennings, David",Representative,Adams,OH,1787,1834,19,David Jennings,J000095,http://bioguide.congress.gov/scripts/biodisplay.pl?index=J000095,JD0018
"Johnson, James",Representative,Jacksonian,KY,1774,1826,19,James Johnson,J000143,http://bioguide.congress.gov/scripts/biodisplay.pl?index=J000143,JJ0068
"Johnson, Jeromus",Representative,Jacksonian,NY,1775,1846,19,Jeromus Johnson,J000152,http://bioguide.congress.gov/scripts/biodisplay.pl?index=J000152,JJ0150
"Kellogg, Charles",Representative,Jacksonian,NY,1773,1842,19,Charles Kellogg,K000063,http://bioguide.congress.gov/scripts/biodisplay.pl?index=K000063,KC0017
"Kane, Elias Kent",Senator,Jacksonian,IL,1794,1835,19,Elias Kent Kane,K000006,http://bioguide.congress.gov/scripts/biodisplay.pl?index=K000006,KE0009
"Kerr, John Leeds",Representative,Whig,MD,1780,1844,19,John Leeds Kerr,K000139,http://bioguide.congress.gov/scripts/biodisplay.pl?index=K000139,KJ0030
"Krebs, Jacob",Representative,Jacksonian,PA,1782,1847,19,Jacob Krebs,K000324,http://bioguide.congress.gov/scripts/biodisplay.pl?index=K000324,KJ0258
"Kittera, Thomas",Representative,Adams,PA,1789,1839,19,Thomas Kittera,K000254,http://bioguide.congress.gov/scripts/biodisplay.pl?index=K000254,KT0071
"Lecompte, Joseph",Representative,Jacksonian,KY,1797,1851,19,Joseph Lecompte,L000186,http://bioguide.congress.gov/scripts/biodisplay.pl?index=L000186,LJ0051
"Lawrence, Joseph",Representative,Adams,PA,1786,1842,19,Joseph Lawrence,L000137,http://bioguide.congress.gov/scripts/biodisplay.pl?index=L000137,LJ0456
"Miner, Charles",Representative,Adams,PA,1780,1865,19,Charles Miner,M000791,http://bioguide.congress.gov/scripts/biodisplay.pl?index=M000791,MC0051
"Markell, Henry",Representative,Adams,NY,1792,1831,19,Henry Markell,M000131,http://bioguide.congress.gov/scripts/biodisplay.pl?index=M000131,MH0075
"Mckinley, John",Senator,Jacksonian,AL,1780,1852,19,John Mckinley,M000519,http://bioguide.congress.gov/scripts/biodisplay.pl?index=M000519,MJ0006
"Meriwether, James",Representative,Jacksonian,GA,1789,1854,19,James Meriwether,M000651,http://bioguide.congress.gov/scripts/biodisplay.pl?index=M000651,MJ0094
"Mitchell, John",Representative,Jacksonian,PA,1781,1849,19,John Mitchell,M000817,http://bioguide.congress.gov/scripts/biodisplay.pl?index=M000817,MJ0207
"Miller, John",Representative,Adams,NY,1774,1862,19,John Miller,M000737,http://bioguide.congress.gov/scripts/biodisplay.pl?index=M000737,MJ0371
"Mitchell, James Coffield",Representative,Jacksonian,TN,1786,1843,19,James Coffield Mitchell,M000815,http://bioguide.congress.gov/scripts/biodisplay.pl?index=M000815,MJ1383
"Marable, John Hartwell",Representative,Jacksonian,TN,1786,1844,19,John Hartwell Marable,M000120,http://bioguide.congress.gov/scripts/biodisplay.pl?index=M000120,MJ1391
"Merwin, Orange",Representative,Adams,CT,1777,1853,19,Orange Merwin,M000665,http://bioguide.congress.gov/scripts/biodisplay.pl?index=M000665,MO0000
"Mchatton, Robert Lytle",Representative,Jacksonian,KY,1788,1835,19,Robert Lytle Mchatton,M000467,http://bioguide.congress.gov/scripts/biodisplay.pl?index=M000467,MR0018
"Martin, Robert Nicols",Representative,Adams,MD,1798,1870,19,Robert Nicols Martin,M000198,http://bioguide.congress.gov/scripts/biodisplay.pl?index=M000198,MR0053
"Mcmanus, William",Representative,Adams,NY,1780,1835,19,William Mcmanus,M000562,http://bioguide.congress.gov/scripts/biodisplay.pl?index=M000562,MW0221
