standardized_town,town,county,state,id,lat,lon,checked,me_town_id
Corinth,Corinth,Orange,Vermont,NA,44.0275697,-72.2797442,TRUE,ME-VT0048
Cornwall,Cornwall,Addison,Vermont,NA,43.960893,-73.2103951,TRUE,ME-VT0049
Coventry,Coventry,Orleans,Vermont,NA,44.867617,-72.2616067,TRUE,ME-VT0050
Craftsbury,Craftsbury,Orleans,Vermont,NA,44.6367179,-72.3726071,TRUE,ME-VT0051
Danby,Danby,Rutland,Vermont,NA,43.3548341,-73.0475498,TRUE,ME-VT0052
Danville,Danville,Caledonia,Vermont,NA,44.4114954,-72.14009,TRUE,ME-VT0053
Derby,Derby,Orleans,Vermont,NA,44.9639953,-72.1345069,TRUE,ME-VT0054
Deweysburgh,Deweysburgh,Caledonia,Vermont,NA,44.38346,-72.176369,TRUE,ME-VT0055
Dorset,Dorset,Bennington,Vermont,NA,43.2548074,-73.0987801,TRUE,ME-VT0056
Dover,Dover,Windham,Vermont,NA,42.95742758,-72.87574768,TRUE,ME-VT0057
Dummerston,Dummerston,Windham,Vermont,NA,42.9215017,-72.5838146,TRUE,ME-VT0058
Duxbury,Duxbury,Chittenden,Vermont,NA,44.3270012,-72.7526175,TRUE,ME-VT0059
Duxbury,Duxbury,Jefferson,Vermont,NA,44.3270012,-72.7526175,TRUE,ME-VT0059
Duxbury,Duxbury,Washington,Vermont,NA,44.3270012,-72.7526175,TRUE,ME-VT0059
Eden,Eden,Orleans,Vermont,NA,44.7072718,-72.5456691,TRUE,ME-VT0060
Elmore,Elmore,Orleans,Vermont,NA,44.5274632,-72.5187486,TRUE,ME-VT0061
Elmore,Elmore,Washington,Vermont,NA,44.5274632,-72.5187486,TRUE,ME-VT0061
Enosburgh,Enosburgh,Franklin,Vermont,NA,44.8689592,-72.7310458,TRUE,ME-VT0062
Enosburgh,Enosburg,Franklin,Vermont,NA,44.8689592,-72.7310458,TRUE,ME-VT0062
Essex,Essex,Chittenden,Vermont,8518,44.511,-73.0582,NA,ME-VT0063
Fairfax,Fairfax,Franklin,Vermont,NA,44.6654963,-73.01032,TRUE,ME-VT0064
Fairfax,Fairfax,Chittenden,Vermont,NA,44.6654963,-73.01032,TRUE,ME-VT0064
Fairfield,Fairfield,Chittenden,Vermont,NA,44.8019921,-72.9456936,TRUE,ME-VT0065
Fairfield,Fairfield,Franklin,Vermont,NA,44.8019921,-72.9456936,TRUE,ME-VT0065
Fairhaven,Fairhaven,Rutland,Vermont,7047,43.595701,-73.270598,NA,ME-VT0066
Fairhaven,Fair Haven,Rutland,Vermont,7047,43.595701,-73.270598,NA,ME-VT0066
Fairlee,Fairlee,Orange,Vermont,NA,43.9053567,-72.1518675,TRUE,ME-VT0067
Fayston,Fayston,Washington,Vermont,NA,44.2074374,-72.8756638,TRUE,ME-VT0068
Fayston,Fayston,Jefferson,Vermont,NA,44.2074374,-72.8756638,TRUE,ME-VT0068
Ferrisburgh,Ferrisburgh,Addison,Vermont,NA,44.2056098,-73.2462341,TRUE,ME-VT0069
Ferrisburgh,Ferrisburg,Addison,Vermont,NA,44.2056098,-73.2462341,TRUE,ME-VT0069
Fletcher,Fletcher,Franklin,Vermont,NA,44.6752213,-72.9238412,TRUE,ME-VT0070
Franklin,Huntsburgh,Franklin,Vermont,NA,44.9812585,-72.9165547,TRUE,ME-VT0071
Franklin,Franklin,Franklin,Vermont,NA,44.9812585,-72.9165547,TRUE,ME-VT0071
Georgia,Georgia,Franklin,Vermont,NA,44.7392004,-73.1301205,TRUE,ME-VT0072
Georgia,Georgia,Chittenden,Vermont,NA,44.7392004,-73.1301205,TRUE,ME-VT0072
Glover,Glover,Orleans,Vermont,NA,44.7069038,-72.1869766,TRUE,ME-VT0073
Glover,Grover,Orleans,Vermont,NA,44.7069038,-72.1869766,TRUE,ME-VT0073
Goshen,Goshen,Addison,Vermont,NA,43.8601051,-72.9977534,TRUE,ME-VT0074
Grafton,Grafton,Windham,Vermont,NA,43.1716817,-72.6064633,TRUE,ME-VT0075
Granby,Granby,Essex,Vermont,NA,44.5706106,-71.758702,TRUE,ME-VT0076
Grand Isle,Grand Isle,Grande Isle,Vermont,NA,44.7225436,-73.2923538,TRUE,ME-VT0077
Grand Isle,Grande Isle,Grande Isle,Vermont,NA,44.7225436,-73.2923538,TRUE,ME-VT0077
Grand Isle,Middle Hero,Grande Isle,Vermont,NA,44.7225436,-73.2923538,TRUE,ME-VT0077
Granville,Kingston,Addison,Vermont,NA,43.9855014,-72.8467412,TRUE,ME-VT0078
Greensboro,Greensboro,Orleans,Vermont,NA,44.6107836,-72.3046033,TRUE,ME-VT0079
Greensboro,Greensborough,Orleans,Vermont,NA,44.6107836,-72.3046033,TRUE,ME-VT0079
Greensboro,Greensboro,Orange,Vermont,NA,44.6107836,-72.3046033,TRUE,ME-VT0079
Groton,Groton,Caledonia,Vermont,NA,44.2161706,-72.20180511,TRUE,ME-VT0080
Guildhall,Guildhall,Orange,Vermont,NA,44.56919224,-71.5836525,TRUE,ME-VT0081
Guildhall,Guildhall,Windham,Vermont,NA,44.56919224,-71.5836525,TRUE,ME-VT0081
Guildhall,Guildhall,Essex,Vermont,NA,44.56919224,-71.5836525,TRUE,ME-VT0081
Guilford,Guilford,Windham,Vermont,NA,42.8170235,-72.575487,TRUE,ME-VT0082
Guilford,Guildford,Windham,Vermont,NA,42.8170235,-72.575487,TRUE,ME-VT0082
Halifax,Halifax,Windham,Vermont,NA,42.7698048,-72.7453716,TRUE,ME-VT0083
Hancock,Hancock,Addison,Vermont,NA,43.9261192,-72.8412292,TRUE,ME-VT0084
Hardwick,Hardwick,Caledonia,Vermont,NA,44.5416243,-72.3486803,TRUE,ME-VT0085
Hardwick,Hardwicke,Caledonia,Vermont,NA,44.5416243,-72.3486803,TRUE,ME-VT0085
Hartford,Hartford,Windsor,Vermont,8519,43.66062,-72.3388,NA,ME-VT0086
Hartland,Hartland,Windsor,Vermont,NA,43.540636,-72.3989314,TRUE,ME-VT0087
Highgate,Highgate,Franklin,Vermont,NA,44.9565227,-73.0511203,TRUE,ME-VT0088
Hinesburg,Hinesburg,Chittenden,Vermont,NA,44.3292199,-73.110679,TRUE,ME-VT0089
Hinesburg,Hinesburgh,Chittenden,Vermont,NA,44.3292199,-73.110679,TRUE,ME-VT0089
Holland,Holland,Orleans,Vermont,NA,44.9684078,-72.0027446,TRUE,ME-VT0090
Hubbardton,Hubbardton,Rutland,Vermont,NA,43.7073648,-73.1845482,TRUE,ME-VT0091
Hubbardton,Hubbarton,Rutland,Vermont,NA,43.7073648,-73.1845482,TRUE,ME-VT0091
Huntington,Huntington,Chittenden,Vermont,NA,44.3253512,-72.9873459,TRUE,ME-VT0092
Huntington,New Huntington,Chittenden,Vermont,NA,44.3253512,-72.9873459,TRUE,ME-VT0092
Huntington,Huntingdon,Chittenden,Vermont,NA,44.3253512,-72.9873459,TRUE,ME-VT0092
Hyde Park,Hydepark,Orleans,Vermont,NA,44.5939318,-72.6165192,TRUE,ME-VT0093
Hyde Park,Hyde Park,Orleans,Vermont,NA,44.5939318,-72.6165192,TRUE,ME-VT0093
Ira,Ira,Rutland,Vermont,NA,43.5345134,-73.0620512,TRUE,ME-VT0094
Irasburg,Irasburg,Orleans,Vermont,NA,44.8033816,-72.2795489,TRUE,ME-VT0095
Irasburg,Irasburgh,Orleans,Vermont,NA,44.8033816,-72.2795489,TRUE,ME-VT0095
Isle la Motte,Vineyard,Franklin,Vermont,NA,44.8769853,-73.3387437,TRUE,ME-VT0096
Isle la Motte,Vineyard,Grande Isle,Vermont,NA,44.8769853,-73.3387437,TRUE,ME-VT0096
Isle la Motte,Vineyard,Grand Isle,Vermont,NA,44.8769853,-73.3387437,TRUE,ME-VT0096
Jamaica,Jamica,Windham,Vermont,NA,43.1003556,-72.7784296,TRUE,ME-VT0097
Jamaica,Jamaica,Windham,Vermont,NA,43.1003556,-72.7784296,TRUE,ME-VT0097
Jericho,Jericho,Chittenden,Vermont,NA,44.5039395,-72.9976266,TRUE,ME-VT0098
Johnson,Johnson,Franklin,Vermont,NA,44.6356063,-72.6803979,TRUE,ME-VT0099
Johnson,Johnston,Franklin,Vermont,NA,44.6356063,-72.6803979,TRUE,ME-VT0099
Killington,Killington,Rutland,Vermont,NA,43.6775677,-72.7798247,TRUE,ME-VT0100
Killington,Sherburne,Rutland,Vermont,NA,43.6775677,-72.7798247,TRUE,ME-VT0100
Kirby,Kirby,Caledonia,Vermont,NA,44.4989626,-71.9069249,TRUE,ME-VT0101
Landgrove,Landgrove,Bennington,Vermont,NA,43.2624457,-72.8548986,TRUE,ME-VT0102
Leicester,Leicester,Addison,Vermont,NA,43.8667293,-73.1078914,TRUE,ME-VT0103
Lemington,Lemington,Essex,Vermont,NA,44.9236819,-71.5553619,TRUE,ME-VT0104
Lincoln,Lincoln,Addison,Vermont,NA,44.1058928,-72.9970612,TRUE,ME-VT0105
Londonderry,Londonderry,Windham,Vermont,NA,43.2264643,-72.8064866,TRUE,ME-VT0106
Londonderry,Londonberry,Windham,Vermont,NA,43.2264643,-72.8064866,TRUE,ME-VT0106
Lowell,Kellyvale,Orleans,Vermont,NA,44.7992084,-72.4476024,TRUE,ME-VT0107
Ludlow,Ludlow,Windsor,Vermont,NA,43.3959056,-72.7006518,TRUE,ME-VT0108
Lunenburg,Lunenburgh,Orange,Vermont,NA,44.4631136,-71.6820321,TRUE,ME-VT0109
Lunenburg,Lunenburgh,Essex,Vermont,NA,44.4631136,-71.6820321,TRUE,ME-VT0109
Lunenburg,Lunenburg,Essex,Vermont,NA,44.4631136,-71.6820321,TRUE,ME-VT0109
Lyndon,Lyndon,Caledonia,Vermont,NA,44.5453088,-72.0000723,TRUE,ME-VT0110
Maidstone,Maidstone,Essex,Vermont,NA,44.6486636,-71.5720307,TRUE,ME-VT0111
Manchester,Manchester,Bennington,Vermont,NA,43.1636875,-73.0723268,TRUE,ME-VT0112
Mansfield,Mansfield,Chittenden,Vermont,NA,44.52245787,-72.8730011,TRUE,ME-VT0113
Marlborough,Marlborough,Windham,Vermont,NA,42.859526,-72.7259271,TRUE,ME-VT0114
Marshfield,Marshfield,Caledonia,Vermont,NA,44.3508405,-72.3539905,TRUE,ME-VT0115
Marshfield,Marshfield,Jefferson,Vermont,NA,44.3508405,-72.3539905,TRUE,ME-VT0115
Marshfield,Marshfield,Washington,Vermont,NA,44.3508405,-72.3539905,TRUE,ME-VT0115
Mendon,Parkerstown,Rutland,Vermont,NA,43.6517361,-72.9275698,TRUE,ME-VT0116
Mendon,Parkerston,Rutland,Vermont,NA,43.6517361,-72.9275698,TRUE,ME-VT0116
Middlebury,Middlebury,Addison,Vermont,7048,44.014153,-73.163784,NA,ME-VT0117
Middlesex,Middlesex,Jefferson,Vermont,NA,44.2928358,-72.6792807,TRUE,ME-VT0118
Middlesex,Middlesex,Washington,Vermont,NA,44.2928358,-72.6792807,TRUE,ME-VT0118
Middlesex,Middlesex,Chittenden,Vermont,NA,44.2928358,-72.6792807,TRUE,ME-VT0118
Middletown Springs,Middletown,Rutland,Vermont,NA,43.4856255,-73.1181624,TRUE,ME-VT0119
Middletown Springs,Middleton,Rutland,Vermont,NA,43.4856255,-73.1181624,TRUE,ME-VT0119
Milton,Milton,Chittenden,Vermont,NA,44.6397701,-73.1104112,TRUE,ME-VT0120
Monkton,Monkton,Addison,Vermont,NA,44.2200554,-73.1253991,TRUE,ME-VT0121
Montgomery,Montgomery,Franklin,Vermont,NA,44.9025466,-72.63818,TRUE,ME-VT0122
Montpelier,Montpelier,Caledonia,Vermont,7049,44.2664485,-72.5715237,NA,ME-VT0123
Montpelier,Montpelier,Jefferson,Vermont,7049,44.2664485,-72.5715237,NA,ME-VT0123
Montpelier,Montpelier,Washington,Vermont,7049,44.2664485,-72.5715237,NA,ME-VT0123
Moretown,Moretown,Jefferson,Vermont,NA,44.2508918,-72.7609496,TRUE,ME-VT0124
Moretown,Moretown,Chittenden,Vermont,NA,44.2508918,-72.7609496,TRUE,ME-VT0124
Moretown,Moretown,Washington,Vermont,NA,44.2508918,-72.7609496,TRUE,ME-VT0124
Morgan,Morgan,Orleans,Vermont,NA,44.892455,-71.9747169,TRUE,ME-VT0125
Morristown,Morristown,Chittenden,Vermont,NA,44.5572744,-72.6237275,TRUE,ME-VT0126
Morristown,Morristown,Orleans,Vermont,NA,44.5572744,-72.6237275,TRUE,ME-VT0126
Mount Holly,Mount Holly,Rutland,Vermont,NA,43.4474694,-72.8256382,TRUE,ME-VT0127
Mount Holly,Mountholly,Rutland,Vermont,NA,43.4474694,-72.8256382,TRUE,ME-VT0127
Mount Tabor,Harwich,Rutland,Vermont,NA,43.3506285,-72.9826037,TRUE,ME-VT0128
Mount Tabor,Mount Tabor,Rutland,Vermont,NA,43.3506285,-72.9826037,TRUE,ME-VT0128
Mount Tabor,Mounttabor,Rutland,Vermont,NA,43.3506285,-72.9826037,TRUE,ME-VT0128
New Haven,Newhaven,Addison,Vermont,NA,44.1243277,-73.1535713,TRUE,ME-VT0129
New Haven,New Haven,Addison,Vermont,NA,44.1243277,-73.1535713,TRUE,ME-VT0129
Newark,Newark,Essex,Vermont,NA,44.7019193,-71.9227434,TRUE,ME-VT0130
Newbury,Newbury,Orange,Vermont,NA,44.08561219,-72.07580566,TRUE,ME-VT0131
Newfane,New Fane,Windham,Vermont,NA,42.9856736,-72.6559313,TRUE,ME-VT0132
Newfane,Newfane,Windham,Vermont,NA,42.9856736,-72.6559313,TRUE,ME-VT0132
Newport,Duncansboro,Orleans,Vermont,7050,44.9417038,-72.2194775,NA,ME-VT0133
Newport,Newport,Orleans,Vermont,7050,44.9417038,-72.2194775,NA,ME-VT0133
Newport,Duncansborough,Orleans,Vermont,7050,44.9417038,-72.2194775,NA,ME-VT0133
North Hero,North Hero,Franklin,Vermont,NA,44.8311432,-73.273505,TRUE,ME-VT0134
North Hero,North Hero,Grande Isle,Vermont,NA,44.8311432,-73.273505,TRUE,ME-VT0134
North Hero,North Hero,Chittenden,Vermont,NA,44.8311432,-73.273505,TRUE,ME-VT0134
Northfield,Northfield,Orange,Vermont,7051,44.15117264,-72.65649414,NA,ME-VT0135
Northfield,Northfield,Jefferson,Vermont,7051,44.15117264,-72.65649414,NA,ME-VT0135
Northfield,Northfield,Washington,Vermont,7051,44.15117264,-72.65649414,NA,ME-VT0135
Norwich,Norwich,Windsor,Vermont,NA,43.7153482,-72.307869,TRUE,ME-VT0136
Orange,Orange,Orange,Vermont,NA,44.148376,-72.4030806,TRUE,ME-VT0137
Orwell,Orwell,Rutland,Vermont,NA,43.8039502,-73.2978936,TRUE,ME-VT0138
Panton,Panton,Addison,Vermont,NA,44.1487891,-73.3409878,TRUE,ME-VT0139
Pawlet,Pawlet,Rutland,Vermont,NA,43.3465552,-73.177286,TRUE,ME-VT0140
Pawlet,Pawlett,Rutland,Vermont,NA,43.3465552,-73.177286,TRUE,ME-VT0140
Peacham,Peacham,Caledonia,Vermont,NA,44.3286166,-72.1704048,TRUE,ME-VT0141
Peru,Peru,Bennington,Vermont,NA,43.2297974,-72.8978781,TRUE,ME-VT0142
Peru,Brumley,Bennington,Vermont,NA,43.2297974,-72.8978781,TRUE,ME-VT0142
Philadelphia,Philadelphia,Rutland,Vermont,NA,43.77431665,-72.97359467,TRUE,ME-VT0143
Pittsfield,Piitsfield,Rutland,Vermont,NA,43.7722884,-72.8128828,TRUE,ME-VT0144
Pittsfield,Pittsfield,Rutland,Vermont,NA,43.7722884,-72.8128828,TRUE,ME-VT0144
Pittsford,Pittsford,Rutland,Vermont,NA,43.7067329,-73.0281647,TRUE,ME-VT0145
Plainfield,Plainfield,Jefferson,Vermont,NA,44.2781151,-72.4264926,TRUE,ME-VT0146
Plainfield,Plainfield,Washington,Vermont,NA,44.2781151,-72.4264926,TRUE,ME-VT0146
Plainfield,Plainfield,Caledonia,Vermont,NA,44.2781151,-72.4264926,TRUE,ME-VT0146
Plymouth,Plymouth,Windsor,Vermont,NA,43.5354332,-72.7219581,TRUE,ME-VT0147
Pomfret,Pomfret,Windsor,Vermont,NA,43.7270391,-72.4801821,TRUE,ME-VT0148
Poultney,Poultney,Rutland,Vermont,NA,43.5170325,-73.2362261,TRUE,ME-VT0149
Pownal,Pownal,Bennington,Vermont,NA,42.76465819,-73.24001312,TRUE,ME-VT0150
Putney,Putney,Windham,Vermont,NA,42.975268,-72.5217237,TRUE,ME-VT0151
Randolph,Randolph,Orange,Vermont,NA,43.9247446,-72.6656948,TRUE,ME-VT0152
Reading,Reading,Windsor,Vermont,NA,43.4893362,-72.5914616,TRUE,ME-VT0153
Readsboro,Readsboro,Bennington,Vermont,NA,42.7718758,-72.9470426,TRUE,ME-VT0154
Readsboro,Reedsborough,Bennington,Vermont,NA,42.7718758,-72.9470426,TRUE,ME-VT0154
Readsboro,Readsborough,Bennington,Vermont,NA,42.7718758,-72.9470426,TRUE,ME-VT0154
Richford,Richford,Franklin,Vermont,NA,44.9969955,-72.6713018,TRUE,ME-VT0155
Richmond,Richmond,Chittenden,Vermont,NA,44.4053135,-72.9924128,TRUE,ME-VT0156
Rochester,Rochester,Windsor,Vermont,NA,43.8745646,-72.808018,TRUE,ME-VT0157
Rockingham,Rockingham,Windham,Vermont,NA,43.1876028,-72.4889288,TRUE,ME-VT0158
Roxbury,Roxbury,Orange,Vermont,NA,44.0939388,-72.7329823,TRUE,ME-VT0159
Roxbury,Roxbury,Washington,Vermont,NA,44.0939388,-72.7329823,TRUE,ME-VT0159
Royalton,Royalton,Windsor,Vermont,NA,43.8176574,-72.5427505,TRUE,ME-VT0160
Royalton,Royalston,Windsor,Vermont,NA,43.8176574,-72.5427505,TRUE,ME-VT0160
Rupert,Reupert,Bennington,Vermont,NA,43.2597979,-73.2228853,TRUE,ME-VT0161
Rupert,Rupert,Bennington,Vermont,NA,43.2597979,-73.2228853,TRUE,ME-VT0161
Rutland,Rutland,Rutland,Vermont,7053,43.6096702,-72.9777884,NA,ME-VT0162
Ryegate,Ryegate,Caledonia,Vermont,NA,44.2387639,-72.1160864,TRUE,ME-VT0163
Saint Albans,Saint Albans,Franklin,Vermont,NA,44.8107132,-73.0835582,TRUE,ME-VT0164
Saint Albans,Saint Albans,Chittenden,Vermont,NA,44.8107132,-73.0835582,TRUE,ME-VT0164
Saint George,Saint George,Chittenden,Vermont,NA,44.3775898,-73.1253641,TRUE,ME-VT0165
Saint Johnsbury,Saint Johnsbury,Caledonia,Vermont,NA,44.4192627,-72.0151183,TRUE,ME-VT0166
Salem,Salem,Orleans,Vermont,NA,44.93466857,-72.14859009,TRUE,ME-VT0167
Salisbury,Salisbury,Addison,Vermont,NA,43.8964511,-73.0998363,TRUE,ME-VT0168
Sandgate,Sandgate,Bennington,Vermont,NA,43.1477916,-73.1994243,TRUE,ME-VT0169
Shaftsbury,Shaftsbury,Bennington,Vermont,NA,42.95315594,-73.20808411,TRUE,ME-VT0170
Sharon,Sharon,Windsor,Vermont,NA,43.7852344,-72.4541709,TRUE,ME-VT0171
Sheffield,Sheffield,Caledonia,Vermont,NA,44.6019975,-72.1139881,TRUE,ME-VT0172
Shelburne,Shelbourne,Chittenden,Vermont,NA,44.3806065,-73.227626,TRUE,ME-VT0173
Shelburne,Shelburne,Chittenden,Vermont,NA,44.3806065,-73.227626,TRUE,ME-VT0173
Shelburne,Shelburn,Chittenden,Vermont,NA,44.3806065,-73.227626,TRUE,ME-VT0173
Sheldon,Sheldon,Franklin,Vermont,NA,44.8817124,-72.9429124,TRUE,ME-VT0174
Sheldon,Hungerford,Chittenden,Vermont,NA,44.8817124,-72.9429124,TRUE,ME-VT0174
Shoreham,Shoreham,Addison,Vermont,NA,43.8936708,-73.3159515,TRUE,ME-VT0175
Shrewsbury,Shrewsbury,Rutland,Vermont,NA,43.5089588,-72.8667686,TRUE,ME-VT0176
Smithfield,Smithfield,Chittenden,Vermont,NA,44.78719594,-72.86132813,TRUE,ME-VT0177
Somerset,Somerset,Windham,Vermont,NA,42.9502858,-72.9862472,TRUE,ME-VT0178
South Hero,South Hero,Chittenden,Vermont,NA,44.6453228,-73.3023532,TRUE,ME-VT0179
South Hero,South Hero,Grande Isle,Vermont,NA,44.6453228,-73.3023532,TRUE,ME-VT0179
Springfield,Springfield,Windsor,Vermont,7055,43.294056,-72.481704,NA,ME-VT0180
Stafford,Stafford,Orange,Vermont,NA,43.8664568,-72.3778728,TRUE,ME-VT0181
Stamford,Stamford,Bennington,Vermont,NA,42.7561535,-73.0679253,TRUE,ME-VT0182
Stanford,Stanford,Bennington,Vermont,NA,42.7561535,-73.0679253,TRUE,ME-VT0182
Starksboro,Starksboro,Addison,Vermont,NA,44.2272782,-73.0573427,TRUE,ME-VT0184
Starksboro,Starksborough,Addison,Vermont,NA,44.2272782,-73.0573427,TRUE,ME-VT0184
Sterling,Sterling,Franklin,Vermont,NA,44.53445089,-72.69962311,TRUE,ME-VT0185
Stockbridge,Stockbridge,Windsor,Vermont,NA,43.7813195,-72.7885437,TRUE,ME-VT0186
Stowe,Stow,Chittenden,Vermont,NA,44.4654332,-72.6874023,TRUE,ME-VT0187
Stowe,Stowe,Chittenden,Vermont,NA,44.4654332,-72.6874023,TRUE,ME-VT0187
Stowe,Stow,Jefferson,Vermont,NA,44.4654332,-72.6874023,TRUE,ME-VT0187
Stowe,Stow,Washington,Vermont,NA,44.4654332,-72.6874023,TRUE,ME-VT0187
Strafford,Strafford,Orange,Vermont,NA,43.8664568,-72.3778728,TRUE,ME-VT0188
Stratton,Stratton,Windham,Vermont,NA,43.0428562,-72.9109334,TRUE,ME-VT0189
Sudbury,Sudbury,Rutland,Vermont,NA,43.7992291,-73.2045583,TRUE,ME-VT0190
Sunderland,Sunderland,Bennington,Vermont,NA,43.1113938,-73.1180595,TRUE,ME-VT0191
