standardized_town,town,county,state,id,lat,lon,checked,me_town_id
Jerusalem,Jerusalem,Ontario,New York,NA,42.626429,-77.1715228,TRUE,ME-NY0217
Jerusalem,Jerusalem,Ontario and Genesee,New York,NA,42.626429,-77.1715228,TRUE,ME-NY0217
Johnstown,Johnstown,Montgomery,New York,4707,43.0073347,-74.3750646,NA,ME-NY0218
Johnstown,Johnstown,NA,New York,4707,43.0073347,-74.3750646,NA,ME-NY0218
Junius,Juneus,Seneca,New York,NA,42.9787052,-76.8951551,TRUE,ME-NY0219
Junius,Junius,Seneca,New York,NA,42.9787052,-76.8951551,TRUE,ME-NY0219
Junius,Junius,NA,New York,NA,42.9787052,-76.8951551,TRUE,ME-NY0219
Junius,Junius,Cayuga,New York,NA,42.9787052,-76.8951551,TRUE,ME-NY0219
Keene,Keen,Essex,New York,NA,44.2561582,-73.7920851,TRUE,ME-NY0220
Keene,Keene,Essex,New York,NA,44.2561582,-73.7920851,TRUE,ME-NY0220
Kent,Kent,Putnam,New York,NA,43.3285372,-78.1355966,TRUE,ME-NY0221
Kinderhook,Kinderhook,Columbia,New York,NA,42.3953617,-73.6978983,TRUE,ME-NY0222
Kingsbury,Kingbury,Washington,New York,NA,43.3636827,-73.5315025,TRUE,ME-NY0223
Kingsbury,Kingsberry,Washington,New York,NA,43.3636827,-73.5315025,TRUE,ME-NY0223
Kingsbury,Kingsburg,Washington,New York,NA,43.3636827,-73.5315025,TRUE,ME-NY0223
Kingsbury,Kingsbury,Washington,New York,NA,43.3636827,-73.5315025,TRUE,ME-NY0223
Kingston,Kingston,Ulster,New York,4711,41.9301241,-73.9967823,NA,ME-NY0224
Kingston,Kingston,NA,New York,4711,41.9301241,-73.9967823,NA,ME-NY0224
Knox,Knox,Albany,New York,NA,42.6711876,-74.115685,TRUE,ME-NY0225
Kortright,Korthright,Delaware,New York,NA,42.4027266,-74.7571147,TRUE,ME-NY0226
Kortright,Kortright,Ostego,New York,NA,42.4027266,-74.7571147,TRUE,ME-NY0226
Kortright,Kortright,Otsego,New York,NA,42.4027266,-74.7571147,TRUE,ME-NY0226
Kortright,Kortright,Delaware,New York,NA,42.4027266,-74.7571147,TRUE,ME-NY0226
Kortright,Kortwright,Otsego,New York,NA,42.4027266,-74.7571147,TRUE,ME-NY0226
Kortright,Kortwright,Delaware,New York,NA,42.4027266,-74.7571147,TRUE,ME-NY0226
Lake Pleasant,Lake Pleasant,Montgomery,New York,NA,43.4709016,-74.4126461,TRUE,ME-NY0227
Lansingburg,Lansingburgh,Rensselaer,New York,4720,42.784466,-73.669441,NA,ME-NY0228
Le Ray,Le Raye,Jefferson,New York,NA,44.0904517,-75.7836589,TRUE,ME-NY0229
Le Ray,Le Roy,Jefferson and Lewis,New York,NA,44.0904517,-75.7836589,TRUE,ME-NY0229
Le Ray,Le Roy,Jefferson,New York,NA,44.0904517,-75.7836589,TRUE,ME-NY0229
Lebanon,Lebanon,Madison,New York,NA,42.7814571,-75.6476841,TRUE,ME-NY0230
Ledyard,Ledyard,Cayuga,New York,NA,42.6953486,-76.6216114,TRUE,ME-NY0231
Leicester,Leicester,Genesee,New York,NA,42.7720066,-77.8966709,TRUE,ME-NY0232
Leicester,Leicester,Genesse,New York,NA,42.7720066,-77.8966709,TRUE,ME-NY0232
Lenox,Lenox,Madison,New York,NA,43.05833,-75.70472,TRUE,ME-NY0233
Le Ray,LeRay,Jefferson,New York,NA,44.0904517,-75.7836589,TRUE,ME-NY0229
Le Ray,LeRoy,Jefferson,New York,NA,44.0904517,-75.7836589,TRUE,ME-NY0229
Lisle,Leslie,Broome,New York,NA,42.3511845,-76.0032571,TRUE,ME-NY0239
Lewis,Lewis,Essex,New York,NA,44.275027,-73.5655742,TRUE,ME-NY0234
Lexington,Lexington,Greene,New York,NA,42.2403646,-74.3654253,TRUE,ME-NY0235
Leyden,Leyden,Lewis,New York,NA,43.5493013,-75.3645369,TRUE,ME-NY0236
Leyden,Leyden,Oneida,New York,NA,43.5493013,-75.3645369,TRUE,ME-NY0236
Leyden,Leyden,Jefferson and Lewis,New York,NA,43.5493013,-75.3645369,TRUE,ME-NY0236
Liberty,Liberty,Sullivan,New York,4726,41.7965932,-74.7431951,NA,ME-NY0237
Liberty,Liberty,Ulster,New York,4726,41.7965932,-74.7431951,NA,ME-NY0237
Lisle,Lide,Broome,New York,NA,42.3511845,-76.0032571,TRUE,ME-NY0239
Lisbon,Lisbon,Clinton,New York,NA,44.727284,-75.3210467,TRUE,ME-NY0238
Lisbon,Lisbon,St. Lawrence,New York,NA,44.727284,-75.3210467,TRUE,ME-NY0238
Lisle,Lisle,Broome,New York,NA,42.3511845,-76.0032571,TRUE,ME-NY0239
Lisle,Lisle,NA,New York,NA,42.3511845,-76.0032571,TRUE,ME-NY0239
Lisle,Lisle,Tioga,New York,NA,42.3511845,-76.0032571,TRUE,ME-NY0239
Litchfield,Litcfield,Herkimer,New York,NA,42.9777236,-75.1457455,TRUE,ME-NY0240
Litchfield,Litchfield,Herkimer,New York,NA,42.9777236,-75.1457455,TRUE,ME-NY0240
Little Valley,Little Valley,Cattaraugus,New York,NA,42.2525629,-78.8055896,TRUE,ME-NY0241
Livingston,Livingston,Columbia,New York,NA,42.1424234,-73.7779162,TRUE,ME-NY0242
Livingston,Livinston,Columbia,New York,NA,42.1424234,-73.7779162,TRUE,ME-NY0242
Locke,Locke,Cayuga,New York,NA,42.6606262,-76.4307699,TRUE,ME-NY0244
Locke,Locke,NA,New York,NA,42.6606262,-76.4307699,TRUE,ME-NY0244
Lorraine,Lorain,Jefferson,New York,NA,43.74927318,-75.92376709,TRUE,ME-NY0245
Lorraine,Loraine,Jefferson,New York,NA,43.74927318,-75.92376709,TRUE,ME-NY0245
Lorraine,Lorraine,Jefferson,New York,NA,43.74927318,-75.92376709,TRUE,ME-NY0245
Louisville,Louisville,St. Lawrence,New York,NA,44.8975496,-75.0157628,TRUE,ME-NY0246
Lowville,Lowville,Lewis,New York,4734,43.7866672,-75.4874165,NA,ME-NY0247
Lowville,Lowville,Oneida,New York,4734,43.7866672,-75.4874165,NA,ME-NY0247
Lowville,Lowville,Jefferson and Lewis,New York,4734,43.7866672,-75.4874165,NA,ME-NY0247
Lowville,Lowville,Kings,New York,4734,43.7866672,-75.4874165,NA,ME-NY0247
Lumberland,Lumberland,Ulster,New York,NA,41.4781684,-74.8039205,TRUE,ME-NY0248
Lumberland,Lumberland,Sullivan,New York,NA,41.4781684,-74.8039205,TRUE,ME-NY0248
Lumberland,Lumberland,NA,New York,NA,41.4781684,-74.8039205,TRUE,ME-NY0248
Leyden,Lyden,Lewis,New York,NA,43.5493013,-75.3645369,TRUE,ME-NY0236
Leyden,Lyden,Kings,New York,NA,43.5493013,-75.3645369,TRUE,ME-NY0236
Lysander,Lysander,Onondaga,New York,NA,43.19816841,-76.37557983,TRUE,ME-NY0249
Lysander,Lysanders,Onondaga,New York,NA,43.19816841,-76.37557983,TRUE,ME-NY0249
Madison,Madison,Madison,New York,NA,42.8989582,-75.5121217,TRUE,ME-NY0250
Madrid,Madrid,St. Lawrence,New York,NA,44.7483037,-75.1325897,TRUE,ME-NY0251
Malone,Malone,Franklin,New York,4737,44.8482211,-74.2895797,NA,ME-NY0252
Malta,Malta,Jefferson and Lewis,New York,NA,43.74927318,-75.92376709,TRUE,ME-NY0245
Malta,Malta,Jefferson,New York,NA,43.74927318,-75.92376709,TRUE,ME-NY0245
Malta,Malta,Saratoga,New York,NA,42.9711869,-73.7926207,TRUE,ME-NY0253
Malta,Malta,NA,New York,NA,42.9711869,-73.7926207,TRUE,ME-NY0253
Mamakating,Mamacating,Ulster,New York,NA,41.5897024,-74.4760088,TRUE,ME-NY0254
Mamakating,Mamacatting,Ulster,New York,NA,41.5897024,-74.4760088,TRUE,ME-NY0254
Mamakating,Mamacotton,Ulster,New York,NA,41.5897024,-74.4760088,TRUE,ME-NY0254
Mamakating,Mamakating,Ulster,New York,NA,41.5897024,-74.4760088,TRUE,ME-NY0254
Mamakating,Mamakating,Sullivan,New York,NA,41.5897024,-74.4760088,TRUE,ME-NY0254
Mamakating,Mamakating,NA,New York,NA,41.5897024,-74.4760088,TRUE,ME-NY0254
Mamaroneck,Mamaroneck,Westchester,New York,4739,40.9344348,-73.726644,NA,ME-NY0255
Mamaroneck,Mamaroneck,Westchester (Lower),New York,4739,40.9344348,-73.726644,NA,ME-NY0255
Mamakating,Mammacating,Ulster,New York,NA,41.5897024,-74.4760088,TRUE,ME-NY0254
Mamakating,Mammakating,Ulster,New York,NA,41.5897024,-74.4760088,TRUE,ME-NY0254
Mamaroneck,Mammaraneck,Westchester,New York,4739,40.9344348,-73.726644,NA,ME-NY0255
Mamaroneck,Mamoreoneeck,Westchester (Lower),New York,4739,40.9344348,-73.726644,NA,ME-NY0255
Mamaroneck,Mamoroneck,Westchester,New York,4739,40.9344348,-73.726644,NA,ME-NY0255
Mamakating,Manacating,Ulster,New York,NA,41.5897024,-74.4760088,TRUE,ME-NY0254
Minden,Mandan,Montgomery,New York,NA,42.9319435,-74.7102958,TRUE,ME-NY0273
Manheim,Manheim,Montgomery,New York,NA,43.0587198,-74.8039205,TRUE,ME-NY0256
Manheim,Manheim,NA,New York,NA,43.0587198,-74.8039205,TRUE,ME-NY0256
Manlius,Manilius,Onodaga,New York,4740,43.0010574,-75.9816331,NA,ME-NY0257
Manlius,Manilus,Onondaga,New York,4740,43.0010574,-75.9816331,NA,ME-NY0257
Manlius,Manlius,Onondaga,New York,4740,43.0010574,-75.9816331,NA,ME-NY0257
Manlius,Manluis,Onondaga,New York,4740,43.0010574,-75.9816331,NA,ME-NY0257
Livingston Manor,Manor,Columbia,New York,NA,41.9003667,-74.8282167,TRUE,ME-NY0243
Castleton,Manor Castletown,Richmond,New York,NA,40.61707982,-74.10415649,TRUE,ME-NY0063
Livingston Manor,Manor Livingston,Columbia,New York,NA,41.9003667,-74.8282167,TRUE,ME-NY0243
Livingston Manor,Manor of Livingston,Columbia,New York,NA,41.9003667,-74.8282167,TRUE,ME-NY0243
Marcellus,Maracellus,Onondaga,New York,NA,42.9828438,-76.3404867,TRUE,ME-NY0259
Marbletown,Marbletown,Ulster,New York,NA,41.86853818,-74.14569855,TRUE,ME-NY0258
Marbletown,Marbletown,NA,New York,NA,41.86853818,-74.14569855,TRUE,ME-NY0258
Marcellus,Marcellus,Onodaga,New York,NA,42.9828438,-76.3404867,TRUE,ME-NY0259
Marcellus,Marcellus,Onondaga,New York,NA,42.9828438,-76.3404867,TRUE,ME-NY0259
Marlborough,Marlborough,Ulster,New York,NA,41.629384,-73.9947563,TRUE,ME-NY0260
Marlborough,Marlborough,NA,New York,NA,41.629384,-73.9947563,TRUE,ME-NY0260
Mamakating,Marmacotting,Ulster,New York,NA,41.5897024,-74.4760088,TRUE,ME-NY0254
Mamaroneck,Maronack,Westchester,New York,4739,40.9344348,-73.726644,NA,ME-NY0255
Martinsburg,Martinsburg,Jefferson and Lewis,New York,NA,43.7375692,-75.4696268,TRUE,ME-NY0261
Martinsburg,Martinsburgh,Lewis,New York,NA,43.7375692,-75.4696268,TRUE,ME-NY0261
Martinsburg,Martinsburgh,Oneida,New York,NA,43.7375692,-75.4696268,TRUE,ME-NY0261
Martinsburg,Martinsburgh,Kings,New York,NA,43.7375692,-75.4696268,TRUE,ME-NY0261
Mentz,Martz,Cayuga,New York,NA,43.0335594,-76.6297189,TRUE,ME-NY0265
Massena,Massena,St. Lawrence,New York,4743,44.9290237,-74.8929731,NA,ME-NY0262
Mayfield,Mayfield,Montgomery,New York,NA,43.1045171,-74.2648563,TRUE,ME-NY0263
Mayfield,Mayfield,NA,New York,NA,43.1045171,-74.2648563,TRUE,ME-NY0263
Mendon,Mendon,Monroe,New York,NA,42.9976979,-77.5048696,TRUE,ME-NY0264
Mentz,Mentz,Cayuga,New York,NA,43.0335594,-76.6297189,TRUE,ME-NY0265
Marcellus,Mercellus,Onodaga,New York,NA,42.9828438,-76.3404867,TRUE,ME-NY0259
Marcellus,Mercillus,Onondaga,New York,NA,42.9828438,-76.3404867,TRUE,ME-NY0259
Meredith,Meredith,Delaware,New York,NA,42.3584155,-74.9343272,TRUE,ME-NY0266
Mexico,Mexico,Herkimer,New York,NA,43.4595138,-76.2288176,TRUE,ME-NY0267
Mexico,Mexico,Oneida,New York,NA,43.4595138,-76.2288176,TRUE,ME-NY0267
Middleburgh,Middleburg,Schoharie,New York,NA,42.598687,-74.3329156,TRUE,ME-NY0268
Middleburgh,Middleburgh,Schoharie,New York,NA,42.598687,-74.3329156,TRUE,ME-NY0268
Middleburgh,Middleburgh,NA,New York,NA,42.598687,-74.3329156,TRUE,ME-NY0268
Middleburgh,Middleburgh,Schenectady,New York,NA,42.598687,-74.3329156,TRUE,ME-NY0268
Middleburgh,Middlebury,Schoharie,New York,NA,42.598687,-74.3329156,TRUE,ME-NY0268
Middlefield,Middlefield,Otsego,New York,NA,42.6872972,-74.8398736,TRUE,ME-NY0269
Middletown,Middleton,Delaware,New York,NA,42.169167,-74.610556,TRUE,ME-NY0270
Middletown,Middletown,Steuben,New York,NA,42.1028514,-77.2335879,TRUE,ME-NY0002
Middletown,Middletown,Ulster,New York,NA,42.169167,-74.610556,TRUE,ME-NY0270
Middletown,Middletown,Delaware,New York,NA,42.169167,-74.610556,TRUE,ME-NY0270
Middletown,Middletown,Ontario,New York,NA,42.616111,-77.4025,TRUE,ME-NY0524
Middletown,Middletown,Ontario and Genesee,New York,NA,42.616111,-77.4025,TRUE,ME-NY0524
Milan,Milan,Dutchess,New York,NA,41.9534255,-73.7920752,TRUE,ME-NY0271
Milford,Milford,Otsego,New York,NA,42.5906322,-74.9451573,TRUE,ME-NY0272
Genoa,Milton,Onondaga,New York,NA,42.6678489,-76.5357741,TRUE,ME-NY0525
Genoa,Milton,Onodaga,New York,NA,42.6678489,-76.5357741,TRUE,ME-NY0525
Genoa,Milton,Cayuga,New York,NA,42.6678489,-76.5357741,TRUE,ME-NY0525
Genoa,Milton,NA,New York,NA,,,NA,
Milton,Milton,Saratoga,New York,NA,43.034722,-73.848333,TRUE,ME-NY0156
Minden,Minden,Montgomery,New York,NA,42.9319435,-74.7102958,TRUE,ME-NY0273
Minden,Minden,NA,New York,NA,42.9319435,-74.7102958,TRUE,ME-NY0273
Mendon,Mindon,Monroe,New York,NA,42.9976979,-77.5048696,TRUE,ME-NY0264
Minerva,Minerva,Essex,New York,NA,43.7914527,-73.984302,TRUE,ME-NY0274
Minisink,Minisink,Orange,New York,NA,41.3338698,-74.5346103,TRUE,ME-NY0275
Minisink,Minisink,Orange County,New York,NA,41.3338698,-74.5346103,TRUE,ME-NY0275
Mohawk,Mohawk,Montgomery,New York,4752,43.0093769,-75.0071392,NA,ME-NY0276
Monroe,Monroe,Orange County,New York,4753,41.3203951,-74.1830199,NA,ME-NY0277
Monroe,Monroe,Orange,New York,4753,41.3203951,-74.1830199,NA,ME-NY0277
Montgomery,Montgomery,Ulster,New York,4755,41.5212657,-74.2386611,NA,ME-NY0278
Montgomery,Montgomery,Orange,New York,4755,41.5212657,-74.2386611,NA,ME-NY0278
Montgomery,Montgomery,Orange County,New York,4755,41.5212657,-74.2386611,NA,ME-NY0278
Mooers,Mooers,Clinton,New York,NA,44.9633714,-73.5873639,TRUE,ME-NY0279
Mooers,Mooers,NA,New York,NA,44.9633714,-73.5873639,TRUE,ME-NY0279
Mooers,Mooers-Town,Clinton,New York,NA,44.9633714,-73.5873639,TRUE,ME-NY0279
Mooers,Moores,Clinton,New York,NA,44.9633714,-73.5873639,TRUE,ME-NY0279
Mooers,Moors Town,Clinton,New York,NA,44.9633714,-73.5873639,TRUE,ME-NY0279
Moreau,Moreau,Saratoga,New York,NA,43.2406297,-73.6771662,TRUE,ME-NY0280
Moriah,Moriah,Essex,New York,NA,44.0461658,-73.5051262,TRUE,ME-NY0281
Morrisania,Morissiania,Westchester (Lower),New York,NA,40.8250663,-73.9109977,TRUE,ME-NY0282
Morrisania,Morrisannia,Westchester,New York,NA,40.8250663,-73.9109977,TRUE,ME-NY0282
Mount Pleasant,Mount Pleasant,Westchester,New York,NA,41.1139006,-73.8066163,TRUE,ME-NY0283
Mount Pleasant,Mount Pleasant,Westchester (Lower),New York,NA,41.1139006,-73.8066163,TRUE,ME-NY0283
Mount Pleasant,Mounth Pleasant,Westchester,New York,NA,41.1139006,-73.8066163,TRUE,ME-NY0283
Mount Pleasant,Mt. Pleasant,Westchester,New York,NA,41.1139006,-73.8066163,TRUE,ME-NY0283
Monroe,Munroe,Orange,New York,4753,41.3203951,-74.1830199,NA,ME-NY0277
Murray,Murray,Genesee,New York,NA,43.2739482,-78.0458502,TRUE,ME-NY0284
New Baltimore,N. Baltimore,Greene,New York,NA,42.446194,-73.7886601,TRUE,ME-NY0288
North Hempstead,N. Hempstead,Queens,New York,NA,40.8099413,-73.6771662,TRUE,ME-NY0303
Nassau,Nassau,Rensselaer,New York,NA,42.5159145,-73.6101159,TRUE,ME-NY0285
Nelson,Nelson,Madison,New York,NA,42.9172892,-75.7768545,TRUE,ME-NY0286
Neversink,Neversink,Ulster,New York,NA,41.8448528,-74.62502,TRUE,ME-NY0287
Neversink,Neversink,Sullivan,New York,NA,41.8448528,-74.62502,TRUE,ME-NY0287
Neversink,Neversink,NA,New York,NA,41.8448528,-74.62502,TRUE,ME-NY0287
New Utrecht,New  Utrecht,Kings,New York,NA,40.6131601,-73.9959724,TRUE,ME-NY0294
New Baltimore,New Baltimore,Greene,New York,NA,42.446194,-73.7886601,TRUE,ME-NY0288
New Berlin,New Berlin,Chenango,New York,NA,42.6242404,-75.33156,TRUE,ME-NY0289
New Castle,New Castle,Westchester,New York,NA,41.1889606,-73.7830861,TRUE,ME-NY0290
Cornwall,New Cornwall,Orange,New York,4628,41.442589,-74.013898,NA,ME-NY0103
New Utrecht,New Eutrecht,Kings,New York,NA,40.6131601,-73.9959724,TRUE,ME-NY0294
New Hempstead,New Hampstead,Orange,New York,4763,41.1457088,-74.0510343,NA,ME-NY0291
New Hempstead,New Hempstead,Orange,New York,4763,41.1457088,-74.0510343,NA,ME-NY0291
New Hempstead,New Hempsted,Orange,New York,4763,41.1457088,-74.0510343,NA,ME-NY0291
Marlborough,New Marlborough,Ulster,New York,NA,41.629384,-73.9947563,TRUE,ME-NY0260
New Paltz,New Paltz,Ulster,New York,4765,41.749942,-74.0797377,NA,ME-NY0292
New Paltz,New Paltz,NA,New York,4765,41.749942,-74.0797377,NA,ME-NY0292
New Paltz,New Platz,Ulster,New York,4765,41.749942,-74.0797377,NA,ME-NY0292
New Rochelle,New Rochel,Westchester,New York,4766,40.9232433,-73.7793439,NA,ME-NY0293
New Rochelle,New Rochell,Westchester,New York,4766,40.9232433,-73.7793439,NA,ME-NY0293
New Rochelle,New Rochelle,Westchester,New York,4766,40.9232433,-73.7793439,NA,ME-NY0293
New Rochelle,New Rochelle,Westchester (Lower),New York,4766,40.9232433,-73.7793439,NA,ME-NY0293
North Salem,New Salem,Westchester,New York,NA,41.3350356,-73.5719051,TRUE,ME-NY0304
Newtown,New Town,Tioga,New York,NA,42.09618442,-76.79786682,TRUE,ME-NY0299
Newtown,New Town,Queens,New York,NA,40.74291,-73.87998,TRUE,ME-NY0526
New Utrecht,New Utrecht,Kings,New York,NA,40.6131601,-73.9959724,TRUE,ME-NY0294
New Windsor,New Windsor,Ulster,New York,NA,41.4767605,-74.0237518,TRUE,ME-NY0295
New Windsor,New Windsor,Orange,New York,NA,41.4767605,-74.0237518,TRUE,ME-NY0295
New Windsor,New Windsor,Orange County,New York,NA,41.4767605,-74.0237518,TRUE,ME-NY0295
New York City,New York,New York,New York,4768,40.6642738,-73.9385004,NA,ME-NY0296
New York City,New York,NA,New York,4768,40.6642738,-73.9385004,NA,ME-NY0296
New York City,New York City,New York,New York,4768,40.6642738,-73.9385004,NA,ME-NY0296
New York City,New York City,New York City,New York,4768,40.6642738,-73.9385004,NA,ME-NY0296
New Paltz,New-Paltz,Ulster,New York,4765,41.749942,-74.0797377,NA,ME-NY0292
New Utrecht,New-Utrecht,Kings,New York,NA,40.6131601,-73.9959724,TRUE,ME-NY0294
Newburgh,Newburgh,Ulster,New York,4771,41.5032494,-74.0196402,NA,ME-NY0297
Newburgh,Newburgh,Orange,New York,4771,41.5032494,-74.0196402,NA,ME-NY0297
Newburgh,Newburgh,Orange County,New York,4771,41.5032494,-74.0196402,NA,ME-NY0297
Newport,Newport,Herkimer,New York,NA,43.1859025,-75.0143244,TRUE,ME-NY0298
Newtown,Newton,Queens,New York,NA,40.74291,-73.87998,TRUE,ME-NY0526
Newtown,Newtown,Tioga,New York,NA,42.09618442,-76.79786682,TRUE,ME-NY0299
Newtown,Newtown,Queens,New York,NA,40.74291,-73.87998,TRUE,ME-NY0526
Newtown,Newtown,NA,New York,NA,40.74291,-73.87998,TRUE,ME-NY0526
Niskayuna,Niskayuna,Schenectady,New York,NA,42.8000049,-73.8914407,TRUE,ME-NY0300
Niskayuna,Niskayuna,Schenctady,New York,NA,42.8000049,-73.8914407,TRUE,ME-NY0300
Niskayuna,Niskeuna,Schenectady,New York,NA,42.8000049,-73.8914407,TRUE,ME-NY0300
New Baltimore,North Baltimore,Greene,New York,NA,42.446194,-73.7886601,TRUE,ME-NY0288
North Castle,North Castle,Westchester,New York,NA,41.1119431,-73.7119571,TRUE,ME-NY0301
North Castle,North Castle,Westchester (Lower),New York,NA,41.1119431,-73.7119571,TRUE,ME-NY0301
North East,North East,Dutchess,New York,NA,41.921742,-73.5358541,TRUE,ME-NY0302
North East,North East,Duchess,New York,NA,41.921742,-73.5358541,TRUE,ME-NY0302
North Hempstead,North Hempstead,Queens,New York,NA,40.8099413,-73.6771662,TRUE,ME-NY0303
North Hempstead,North Hempstead,NA,New York,NA,40.8099413,-73.6771662,TRUE,ME-NY0303
North Hempstead,North Hempsted,Queens,New York,NA,40.8099413,-73.6771662,TRUE,ME-NY0303
Marlborough,North Marlborough,Ulster,New York,NA,41.629384,-73.9947563,TRUE,ME-NY0260
North Salem,North Salem,Westchester,New York,NA,41.3350356,-73.5719051,TRUE,ME-NY0304
North Salem,North Salem,Westchester (Upper),New York,NA,41.3350356,-73.5719051,TRUE,ME-NY0304
North Windsor,North Windsor,Orange,New York,NA,41.47707495,-74.01952744,TRUE,ME-NY0305
North Castle,North-Castle,Westchester,New York,NA,41.1119431,-73.7119571,TRUE,ME-NY0301
North East,North-East,Dutchess,New York,NA,41.921742,-73.5358541,TRUE,ME-NY0302
North Hempstead,North-Hempstead,Queens,New York,NA,40.8099413,-73.6771662,TRUE,ME-NY0303
Northampton,Northampton,Ontario,New York,NA,43.1480944,-77.7223162,TRUE,ME-NY0154
Northampton,Northampton,Ontario and Genesee,New York,NA,43.1480944,-77.7223162,TRUE,ME-NY0154
Northampton,Northampton,Genesee,New York,NA,43.1480944,-77.7223162,TRUE,ME-NY0154
Northampton,Northampton,Genesse,New York,NA,43.1480944,-77.7223162,TRUE,ME-NY0154
Northampton,Northampton,Montgomery,New York,NA,43.21168198,-74.16046143,TRUE,ME-NY0306
Northampton,Northampton,NA,New York,NA,43.21168198,-74.16046143,TRUE,ME-NY0306
Northampton,Northampton,Suffolk,New York,NA,40.879722,-72.696944,TRUE,ME-NY0527
North Castle,Northcastle,Westchester,New York,NA,41.1119431,-73.7119571,TRUE,ME-NY0301
North East,Northeast,Dutchess,New York,NA,41.921742,-73.5358541,TRUE,ME-NY0302
North East,Northeast,Duchess,New York,NA,41.921742,-73.5358541,TRUE,ME-NY0302
North East,Northeast,NA,New York,NA,41.921742,-73.5358541,TRUE,ME-NY0302
North East,Northeast,Dutchess (Part),New York,NA,41.921742,-73.5358541,TRUE,ME-NY0302
North East,Northeast Town,Dutchess,New York,NA,41.921742,-73.5358541,TRUE,ME-NY0302
North East,Northeastown,Dutchess,New York,NA,41.921742,-73.5358541,TRUE,ME-NY0302
Northfield,Northfield,Saratoga,New York,NA,43.2217388,-74.1040191,TRUE,ME-NY0126
Northfield,Northfield,Richmond,New York,NA,40.597222,-74.161111,TRUE,ME-NY0307
Northfield,Northfield,Ontario,New York,NA,43.0906186,-77.5149969,TRUE,ME-NY0347
Northfield,Northfield,Ontario and Genesee,New York,NA,43.0906186,-77.5149969,TRUE,ME-NY0347
Northfield,Northfield,NA,New York,NA,,,NA,
Northumberland,Northumberland,Saratoga,New York,NA,43.1272972,-73.5881713,TRUE,ME-NY0308
Northumberland,Northumberland,NA,New York,NA,43.1272972,-73.5881713,TRUE,ME-NY0308
Norway,Norway,Herkimer,New York,NA,43.2084024,-74.9521005,TRUE,ME-NY0309
Norwich,Norwich,Tioga,New York,4777,42.5333218,-75.5227584,NA,ME-NY0310
Norwich,Norwich,Chenango,New York,4777,42.5333218,-75.5227584,NA,ME-NY0310
Nunda,Nundo,Allegany,New York,NA,42.5795085,-77.942503,TRUE,ME-NY0311
Ogden,Ogden,Monroe,New York,NA,43.1579962,-77.8138553,TRUE,ME-NY0312
Olean,Olean,Cattaraugus,New York,4781,42.0839431,-78.4351188,NA,ME-NY0313
Olean,Olean,Niagara,New York,4781,42.0839431,-78.4351188,NA,ME-NY0313
Onondaga,Onondaga,Onondaga,New York,NA,42.98845089,-76.17816925,TRUE,ME-NY0314
Oppenheim,Oppenheim,Montgomery,New York,NA,43.0722932,-74.6926462,TRUE,ME-NY0315
Orange,Orange,Saratoga,New York,NA,42.8275844,-73.717849,TRUE,ME-NY0175
Orange,Orange,Rockland,New York,NA,41.0555461,-73.9477384,TRUE,ME-NY0317
Orange,Orange,Orange,New York,NA,41.0555461,-73.9477384,TRUE,ME-NY0317
Orange,Orange,Richmond,New York,NA,41.0555461,-73.9477384,TRUE,ME-NY0317
Orangetown,Orange Town,Orange,New York,NA,41.0555461,-73.9477384,TRUE,ME-NY0317
Orangetown,Orangetown,Orange,New York,NA,41.0555461,-73.9477384,TRUE,ME-NY0317
Orangetown,Orangetown,Rockland,New York,NA,41.0555461,-73.9477384,TRUE,ME-NY0317
Orangetown,Orangetown,NA,New York,NA,41.0555461,-73.9477384,TRUE,ME-NY0317
Ossian,Ossian,Allegany,New York,NA,42.5211777,-77.7794411,TRUE,ME-NY0318
Otsego,Ostego,Otsego,New York,NA,42.71608803,-74.98340607,TRUE,ME-NY0322
Otsego,Ostego,Montgomery,New York,NA,42.71608803,-74.98340607,TRUE,ME-NY0322
Oswegatchie,Oswegatchie,St. Lawrence,New York,NA,44.1828405,-75.070196,TRUE,ME-NY0319
Owego,Oswego,Tioga,New York,4788,42.1045599,-76.2622269,NA,ME-NY0325
Owego,Oswego,NA,New York,4788,42.1045599,-76.2622269,NA,ME-NY0325
Otego,Otego,Otsego,New York,NA,42.3973023,-75.1735017,TRUE,ME-NY0320
Otego,Otego,Ostego,New York,NA,42.3973023,-75.1735017,TRUE,ME-NY0320
Otisco,Otisco,Onondaga,New York,NA,42.8600671,-76.2179832,TRUE,ME-NY0321
Otsego,Otsego,Otsego,New York,NA,42.71608803,-74.98340607,TRUE,ME-NY0322
Otsego,Otsego,Ostego,New York,NA,42.71608803,-74.98340607,TRUE,ME-NY0322
Ovid,Ovid,Onondaga,New York,NA,42.6764593,-76.8230111,TRUE,ME-NY0323
Ovid,Ovid,Cayuga,New York,NA,42.6764593,-76.8230111,TRUE,ME-NY0323
Ovid,Ovid,Seneca,New York,NA,42.6764593,-76.8230111,TRUE,ME-NY0323
Ovid,Ovid,Onodaga,New York,NA,42.6764593,-76.8230111,TRUE,ME-NY0323
Ovid,Ovid,NA,New York,NA,42.6764593,-76.8230111,TRUE,ME-NY0323
Owasco,Owasco,Cayuga,New York,NA,42.8550683,-76.4652146,TRUE,ME-NY0324
Owasco,Owasco,NA,New York,NA,42.8550683,-76.4652146,TRUE,ME-NY0324
